instance,rolling_acc,active_real_acc,active_pred_acc,active_real_div,active_pred_div,pool_real_acc,pool_real_div,K,lambda,drift_count,n_swapped,mean_margin,mean_A_inst,mean_C,mean_w,lbd_updates,lbd_instances,lbd_gap_mean,lbd_conf_mean,lbd_gap_pre_mean,lbd_conf_pre_mean,lbd_pool_updates
500,0.61,0.36680000000000007,0.3858414249406072,0.34523218390804594,0.2974620689655172,0.3580285714285714,0.3592521739130435,15,0.75,0,0,0.503790635773044,0.3691860519447218,0.37503746353260303,0.3769880838328608,0,0,,,,,0
1000,0.64,0.3906333333333334,0.471648871240189,0.3630505747126437,0.32790287816091945,0.3869714285714286,0.36817225672877846,15,0.75,0,0,0.39290743730661243,0.4405524444558762,0.3526599769776296,0.40485348576515184,0,0,,,,,0
1500,0.68,0.3957666666666666,0.3624110416401426,0.3703471264367816,0.3537504397241379,0.39199999999999996,0.37511055900621115,15,0.75,0,0,0.5690479490296171,0.40593002905479914,0.44485428680448186,0.39135382917778655,763,188,0.5302185998419824,0.9719602155309939,0.1664939626167912,0.7503016865746593,9257
2000,0.7,0.40296666666666664,0.3735348981017022,0.3751379310344828,0.38158361824220677,0.3983142857142857,0.37821200828157353,15,0.75,0,0,0.48209104635457384,0.2926542686578559,0.3504928371726894,0.3542867785203099,1561,386,0.523158296934272,0.9707112537622044,0.16050649149746518,0.7413721089257974,18016
2500,0.72,0.40496666666666664,0.498815014082998,0.3762183908045976,0.38822997544512716,0.40098571428571417,0.379303933747412,15,0.75,0,0,0.515740066845736,0.5648651958558777,0.5012503235230791,0.48816770960555517,2288,569,0.5304591582941766,0.9716346447953158,0.16058529500153382,0.7405632692432863,26676
3000,0.67,0.40663333333333335,0.34439573645239296,0.3782413793103448,0.3995044508761809,0.4031285714285715,0.37939171842650105,15,0.75,0,0,0.2573584992348208,0.33823124273795185,0.24522814582289346,0.28118172122899143,3054,746,0.5361115010216688,0.9723526478984033,0.16376788115126314,0.7422036050754204,35093
3500,0.66,0.4104,0.3885894330313157,0.37930114942528736,0.4065958600550086,0.40687142857142855,0.37909192546583853,15,0.75,0,0,0.23358417231136774,0.17670690117857563,0.15706385231546988,0.2396530821146082,3750,918,0.5353637609246525,0.9731394550112256,0.1578939615826666,0.7368182861462887,43277
4000,0.76,0.41273333333333334,0.4509663986300948,0.38093793103448276,0.41306399529069315,0.40918571428571426,0.37876728778467905,15,0.75,0,0,0.3579056871134122,0.3667651919566317,0.29729143757409837,0.35649142387257193,4332,1080,0.5274395008547722,0.9721818551326382,0.15194695103924777,0.7342795398559462,51251
4500,0.73,0.4160333333333333,0.5832972531028838,0.38175862068965516,0.41834725583661825,0.41261428571428577,0.3779971014492754,15,0.75,0,0,0.378341969899447,0.5302814462278352,0.3797535496947823,0.4633102037010949,4760,1229,0.5184308202061558,0.9708577319419881,0.14066420234576155,0.7295703497723292,60066
5000,0.69,0.42153333333333337,0.6233419030006594,0.3827264367816092,0.41398774441363584,0.4172428571428572,0.37741242236024847,15,0.75,0,0,0.5734610819667995,0.7189369922722884,0.6133844241026971,0.6134250794951123,5131,1363,0.5125978835894355,0.9699277852814361,0.12972615939551743,0.7252792857394843,68150
5500,0.76,0.42216666666666663,0.469457611995279,0.3815793103448276,0.4065608920569108,0.42042857142857143,0.3751784679089027,15,0.75,0,0,0.5017792237605136,0.4683525737937001,0.44248098971661315,0.44231221090680334,5576,1489,0.5087640363522974,0.9686781275654187,0.11950512598421889,0.7205454668935157,75757
