instance,rolling_acc,active_real_acc,active_pred_acc,active_real_div,active_pred_div,pool_real_acc,pool_real_div,K,lambda,drift_count,n_swapped,mean_margin,mean_A_inst,mean_C,mean_w,lbd_updates,lbd_instances,lbd_gap_mean,lbd_conf_mean,lbd_gap_pre_mean,lbd_conf_pre_mean,lbd_pool_updates
7500,0.87,0.7497333333333334,0.7970967662645774,0.2965471264367816,0.26764036882007936,0.7298428571428572,0.3068616977225673,20,0.5,0,0,0.7533548210991021,0.81,0.7492582002336916,0.7655527453475925,0,0,,,,,0
8000,0.91,0.7521999999999999,0.8147044653916705,0.29628965517241385,0.2601702044680644,0.7325857142857144,0.30675569358178056,20,0.5,0,0,0.5151818547800465,0.7328787450487354,0.4875359736463157,0.6236870462904481,0,0,,,,,0
8500,0.96,0.7536666666666666,0.8674569111045802,0.29616091954022994,0.2667855285607106,0.7345142857142858,0.3069026915113872,20,0.5,0,0,0.5727373317239982,0.91998482812902,0.6416537057842445,0.7432541448966706,0,0,,,,,0
9000,0.89,0.7522666666666668,0.6673751096784437,0.2983862068965517,0.2880132251058424,0.7323571428571429,0.3100683229813665,20,0.5,0,0,0.5448145122524821,0.6300081190795032,0.4897598165332908,0.5650547724742393,0,0,,,,,0
9500,0.92,0.7532000000000001,0.6945375792195506,0.3000413793103449,0.2928158203895781,0.7324571428571427,0.3121855072463768,20,0.5,0,0,0.7126435467637594,0.7499803330295156,0.6807743554868338,0.6708349236114589,0,0,,,,,0
10000,0.93,0.755,0.8372316436505566,0.2991034482758621,0.2979179115337167,0.7341428571428572,0.3117855072463768,20,0.5,0,0,0.736441343407466,0.8483322617287168,0.7549765218688989,0.7862083439768096,0,0,,,,,0
10500,0.92,0.7572666666666666,0.7898774382164859,0.29683218390804594,0.2907617162551419,0.7363000000000001,0.30926583850931677,20,0.5,0,0,0.8972776530120808,0.7116679328901347,0.7798120726407398,0.7766500428290032,0,0,,,,,0
11000,0.93,0.7563666666666667,0.7401485873650439,0.29704597701149427,0.24795593895251766,0.7358285714285715,0.30916438923395445,20,0.5,0,0,0.8193673822383628,0.7050399231474994,0.726571306054977,0.7196442482417998,0,0,,,,,0
11500,0.9,0.7579666666666667,0.8375376175349042,0.2975977011494253,0.24629878943535843,0.7371285714285716,0.30972380952380957,20,0.5,0,0,0.6566944743333535,0.8383256934871478,0.6626163497516127,0.7373009260084743,0,0,,,,,0
12000,0.91,0.7596999999999999,0.7860037844249963,0.29625057471264377,0.26440543076561607,0.7386142857142857,0.3086662525879917,20,0.5,0,0,0.5310627177011696,0.72345921103803,0.5371376871843109,0.6427018254739131,0,0,,,,,0
12500,0.96,0.7605333333333334,0.8459571592583727,0.2953931034482758,0.26559970557505175,0.7394428571428571,0.3076774327122153,20,0.5,0,0,0.755178429870251,0.8850028522792447,0.7829354040442581,0.8072886167086322,0,0,,,,,0
13000,0.9,0.7599999999999999,0.8025109107684026,0.2966252873563218,0.2644902032774148,0.7392428571428571,0.3081428571428571,20,0.5,0,0,0.7704965774627558,0.8282795652149743,0.7576423557820615,0.7723627143414873,0,0,,,,,0
13500,0.85,0.7604000000000002,0.8933627947740974,0.2950574712643679,0.2640262818216833,0.7397142857142857,0.30672049689440994,20,0.5,0,0,0.7963161985684704,0.9183317129434881,0.8259564514078181,0.8541018727038028,0,0,,,,,0
14000,0.91,0.7590333333333333,0.6691302672103182,0.29691264367816095,0.26398800341913864,0.7380714285714287,0.3077685300207039,20,0.5,0,0,0.7210584223639475,0.637246478804475,0.6330556407107957,0.6410507938229238,0,0,,,,,0
14500,0.93,0.7582333333333333,0.7865044883848105,0.29764827586206893,0.27706928770549,0.7365285714285714,0.30838633540372673,20,0.5,0,0,0.7816314205402456,0.8500660863136461,0.7567105439951963,0.7617891224894398,0,0,,,,,0
15000,0.98,0.7581666666666665,0.7963029765308209,0.29736321839080454,0.31413804082245234,0.7361999999999999,0.30844306418219464,20,0.5,0,0,0.7453366362928749,0.8132915594751614,0.743192293734137,0.7590760980685608,0,0,,,,,0
15500,0.93,0.7602666666666668,0.7485421660854624,0.2949425287356322,0.31165450704590936,0.7373857142857142,0.30645507246376813,20,0.5,0,0,0.5483804499322249,0.7114174849730173,0.5444013819938378,0.6296985632832155,0,0,,,,,0
16000,0.96,0.7636333333333332,0.8568381028667285,0.2921448275862069,0.288946657032793,0.7413714285714286,0.30403726708074535,20,0.5,0,0,0.8169577313767664,0.8451305405274118,0.7952395613437399,0.8208842205297752,0,0,,,,,0
16500,0.9,0.7642000000000001,0.5819935167650949,0.2908091954022988,0.27291868808719444,0.7415428571428572,0.30280165631469985,24,0.5,0,0,0.7566752603380619,0.553665014900157,0.6173300915969417,0.5872543579062472,0,0,,,,,0
17000,0.94,0.7650333333333331,0.8523469545468731,0.28862758620689655,0.2690567039328273,0.7425999999999999,0.30106915113871635,24,0.5,0,0,0.8296996623540752,0.843426036245366,0.8033683501294708,0.8219724427727785,0,0,,,,,0
17500,0.96,0.7653666666666666,0.7320576164279827,0.2877586206896552,0.2722767502871244,0.7428571428571429,0.3005142857142857,24,0.5,0,0,0.7815836372614767,0.6418146819344492,0.6852150931149386,0.69998395450915,0,0,,,,,0
18000,0.93,0.7652666666666667,0.6898353427445156,0.2875172413793104,0.27684451913551333,0.7428857142857144,0.3000016563146998,24,0.5,0,0,0.7553696752173312,0.5956244923793877,0.6340205884297121,0.6520398820001362,0,0,,,,,0
18500,0.93,0.7654333333333334,0.8224950082344559,0.28766666666666674,0.27132890603983184,0.7425142857142857,0.30050931677018633,24,0.5,0,0,0.8562564896688224,0.864804728960566,0.8439577844247511,0.8271452365113914,0,0,,,,,0
19000,0.91,0.7665666666666666,0.7647041110298834,0.28863678160919537,0.24413031253607198,0.7432571428571428,0.30124803312629395,24,0.5,0,0,0.5499608385139806,0.8104346248701059,0.5597182417323556,0.6436551418325195,0,0,,,,,0
19500,0.94,0.7683333333333332,0.6623688263392722,0.2882896551724138,0.25001618163228145,0.7440428571428571,0.3011979296066253,24,0.5,0,0,0.8125876938107474,0.6218244887660332,0.6579929028631517,0.6408584423755946,0,0,,,,,0
20000,0.84,0.7662333333333333,0.7780509750006191,0.28884367816091955,0.2809614987888316,0.7423142857142857,0.30071801242236024,24,0.5,0,0,0.7373797206306104,0.7017181835967004,0.6722898891530306,0.721830516240005,0,0,,,,,0
