mode,config,dataset,label_pct,global_acc,f1_score,elapsed_s,relevance_mae,brier,div_corr,div_mae
binary_relevance,config_13,RBF_f,5,0.7808585858585858,0.7599804706947413,512.757175,0.0290730476160592,0.2159327775082032,0.4337250773607495,0.0943301149425287
binary_relevance,config_13,airlines,1,0.5752596200102901,0.422757656233342,1878.085155,0.0450643763380927,0.2606380093967508,0.3850858231137111,0.0671716091954022
binary_relevance,config_13,airlines,5,0.638053207474976,0.5778149183180747,2334.2253010000004,0.014849878441582,0.2457852863276102,0.2990556455679549,0.1682465517241379
mlhat,config_13,CovtFD,1,0.6589898140038482,0.3843392147694237,8755.263172,0.0068669704179615,0.263748483593809,0.9083069370789668,0.0155568965517241
mlhat,config_13,CovtFD,5,0.7744788038868161,0.6011515408691247,10383.108464,0.0042801058915147,0.2195372566901728,0.8842739933204373,0.0043141379310344
binary_relevance,config_13,CovtFD,1,0.674301566174493,0.365071794840411,4846.699307000001,0.0349034731393225,0.3010935713101179,0.3466677459448904,0.033993448275862
binary_relevance,config_13,CovtFD,5,0.7666220698882092,0.5822444974775804,5955.696173,0.0122330273887345,0.2332634725011315,0.2743207378965628,0.0718071264367816
mlhat,config_8,Electricity,1,0.7480366492146597,0.481618911373068,258.971631,0.0175997214170691,0.2423154587033838,0.9334240848876616,0.0279368965517241
mlhat,config_8,Electricity,5,0.7849115363784076,0.5142908422738796,300.675891,0.0062711283248038,0.2160006774361802,0.9840787736989458,0.0163837931034482
mlhat,config_8,AGR_g,1,0.7147373737373738,0.7001119562658513,466.111526,0.0113170410390632,0.2639001528838708,0.8814721292995616,0.0190022988505747
mlhat,config_8,AGR_g,5,0.7694545454545455,0.7596390069895418,526.195388,0.0058626507328388,0.240228349299432,0.9239369945019036,0.0142968965517241
mlhat,config_8,AGR_a,5,0.7253737373737373,0.7241439926273107,488.491079,0.0061957620536722,0.2907754851459499,0.9463451320886598,0.0161767816091954
mlhat,config_8,AGR_a,1,0.6530303030303031,0.6526928330083768,443.592756,0.0162907371548904,0.2975746295073137,0.8546757131804232,0.019041724137931
mlhat,config_8,LED_a,1,0.5291818181818182,0.5151685244758597,435.264003,0.0130775087816301,0.2603399149050329,0.7629175899543493,0.0263911494252873
mlhat,config_8,LED_a,5,0.650979797979798,0.6487706235294386,601.8264750000001,0.0076110049468381,0.2876821053188014,0.8931916185171883,0.0433058620689655
mlhat,config_8,LED_g,1,0.4796969696969697,0.4710061690872497,442.118724,0.0110368012002326,0.2482693453755848,0.620962357264905,0.0290218390804597
mlhat,config_8,LED_g,5,0.612010101010101,0.6069988278263342,559.161369,0.0041237487587468,0.2766551986286574,0.7890949247072393,0.0307235632183908
mlhat,config_8,RBF_m,5,0.8052828282828283,0.7880107926869987,458.64181,0.005445879850491,0.2538422712329449,0.8953266207917902,0.016213448275862
mlhat,config_8,RBF_m,1,0.7335959595959596,0.7111553248035893,375.754359,0.0170222676081557,0.2657130172688201,0.7727834135643449,0.0397641379310344
mlhat,config_8,RBF_f,5,0.7664848484848484,0.7439527909509431,495.802284,0.0090992955529837,0.2567655586903063,0.8893649899378621,0.0148570114942528
mlhat,config_8,RBF_f,1,0.7108989898989899,0.6808604384940182,383.523663,0.0167745155902838,0.266808852400638,0.7715676167949302,0.0431814942528735
mlhat,config_8,airlines,1,0.6079166689884339,0.5737551145237969,2677.153883,0.0059566714979995,0.3176646882142019,0.9642054459685018,0.0216320689655172
binary_relevance,config_8,Electricity,5,0.7862204369019679,0.5161686457660624,179.80952,0.0422876020873751,0.2025123456608624,0.6410213506641218,0.1714418390804598
