target,label_pct,n_pairs,fragility_rate,fragility_vs_sleade
global_acc,5,105,0.37142857142857144,0.5714285714285714
global_acc,1,105,0.23809523809523808,0.5
f1_score,5,105,0.29523809523809524,0.42857142857142855
f1_score,1,105,0.18095238095238095,0.42857142857142855
