dataset,config,label_pct,diversity_measure,seed,use_mmr,use_pseudo_label,unsup_drift,inference_relevance,global_acc,f1_score,drift_count,total_instances,elapsed_s,error,inference_mode,training_mode,lbd_updates,lbd_instances,lbd_gap_mean,lbd_conf_mean,lbd_pool_updates,lbd_gap_pre_mean,lbd_conf_pre_mean
AGR_a,config_8,5,disagreement,42,False,True,False,none,0.741,0.7393,0,99000,280.7,,none,train_w,35689.0,17516.0,0.38647219907346,0.9490828059720144,717051.0,-0.0324020183742339,0.7454572018978743
AGR_a,config_9,1,disagreement,42,False,True,False,sqrtAM,0.6689,0.6688,0,99000,256.5,,sqrtAM,train_C,1615088.0,98010.0,0.0,0.0,1138110.0,,
AGR_a,config_9,5,disagreement,42,False,True,False,sqrtAM,0.7848,0.7815,5,99000,340.9,,sqrtAM,train_C,1764639.0,94050.0,0.0,0.0,2084490.0,,
AGR_a,config_10,1,disagreement,42,True,True,False,mmr,0.6675,0.6673,0,99000,282.5,,mmr,train_C,1626242.0,98010.0,0.0,0.0,1103948.0,,
AGR_a,config_10,5,disagreement,42,True,True,False,mmr,0.7775,0.7747,4,99000,326.0,,mmr,train_C,1727603.0,94050.0,0.0,0.0,2037038.0,,
AGR_a,config_11,1,disagreement,42,False,True,False,sqrtAM,0.683,0.6784,0,99000,247.4,,sqrtAM,train_w,34991.0,15557.0,0.3311707812741127,0.9476605143154888,1265274.0,-0.0248028203469717,0.7311155988420103
AGR_a,config_11,5,disagreement,42,False,True,False,sqrtAM,0.779,0.7725,3,99000,266.0,,sqrtAM,train_w,46814.0,22650.0,0.3887368201461637,0.950092920221722,1901958.0,-0.0200740198557447,0.7681055631755643
AGR_a,config_12,1,disagreement,42,True,True,False,mmr,0.6809,0.6772,0,99000,273.3,,mmr,train_w,30378.0,14725.0,0.3284745322571331,0.947391230663364,1346083.0,-0.0276373248925126,0.7307665247221894
AGR_a,config_12,5,disagreement,42,True,True,False,mmr,0.7898,0.7856,4,99000,319.9,,mmr,train_w,47724.0,22981.0,0.3877947250266193,0.950175246311016,2003770.0,-0.0210471484183738,0.7687402763100735
LED_a,config_6,1,disagreement,42,False,True,False,none,0.5189,0.5035,0,99000,229.9,,none,disagree_c,1762.0,1140.0,0.4809160327937266,0.9458687228462856,86653.0,-0.0681102574707026,0.4731887902611668
LED_a,config_6,5,disagreement,42,False,True,False,none,0.6559,0.6537,2,99000,303.8,,none,disagree_c,8695.0,5918.0,0.4879792727003701,0.9533342586902442,548645.0,-0.0180121734615084,0.5991923591626264
LED_a,config_7,1,disagreement,42,False,True,False,none,0.5024,0.4849,0,99000,246.0,,none,train_C,978640.0,97974.0,0.0,0.0,64529.0,,
LED_a,config_7,5,disagreement,42,False,True,False,none,0.6326,0.6301,1,99000,320.9,,none,train_C,1295917.0,94038.0,0.0,0.0,309498.0,,
LED_a,config_8,1,disagreement,42,False,True,False,none,0.5316,0.5175,0,99000,232.5,,none,train_w,45363.0,12779.0,0.5029839644287808,0.9580674859020856,31514.0,0.0239598778575425,0.6007056409306881
LED_a,config_8,5,disagreement,42,False,True,False,none,0.6542,0.6516,1,99000,299.7,,none,train_w,100886.0,27389.0,0.4928067436096245,0.959035613109518,253863.0,0.088550651870486,0.709804647649082
LED_a,config_9,1,disagreement,42,False,True,False,sqrtAM,0.5436,0.5306,0,99000,268.0,,sqrtAM,train_C,960926.0,97982.0,0.0,0.0,678305.0,,
LED_a,config_9,5,disagreement,42,False,True,False,sqrtAM,0.6357,0.6325,1,99000,365.8,,sqrtAM,train_C,1362747.0,94041.0,0.0,0.0,1513285.0,,
LED_a,config_10,1,disagreement,42,True,True,False,mmr,0.5528,0.5417,0,99000,300.0,,mmr,train_C,995156.0,97999.0,0.0,0.0,816477.0,,
LED_a,config_10,5,disagreement,42,True,True,False,mmr,0.6349,0.6308,1,99000,407.2,,mmr,train_C,1418458.0,94017.0,0.0,0.0,1775193.0,,
LED_a,config_11,1,disagreement,42,False,True,False,sqrtAM,0.5724,0.561,0,99000,250.0,,sqrtAM,train_w,48267.0,12775.0,0.5129341114052918,0.957567126743762,418214.0,0.0165650116661956,0.6004477261404738
LED_a,config_11,5,disagreement,42,False,True,False,sqrtAM,0.6742,0.6718,1,99000,349.8,,sqrtAM,train_w,111543.0,28291.0,0.5004915473555925,0.960843933692514,1376676.0,0.0964003933131597,0.7150143494100762
LED_a,config_12,1,disagreement,42,True,True,False,mmr,0.5671,0.554,0,99000,280.4,,mmr,train_w,45329.0,11924.0,0.5024002497241282,0.9547777860161502,675914.0,0.0110297844489164,0.5946195826314987
LED_a,config_12,5,disagreement,42,True,True,False,mmr,0.6838,0.6818,1,99000,370.8,,mmr,train_w,104611.0,27696.0,0.4795430620811845,0.9582002562189792,1631442.0,0.080732076601282,0.713520268586538
LED_g,config_6,1,disagreement,42,False,True,False,none,0.477,0.4703,1,99000,236.5,,none,disagree_c,1940.0,1273.0,0.5266621652385943,0.9477070742978928,109924.0,-0.0695030467014036,0.4666596887258459
LED_g,config_6,5,disagreement,42,False,True,False,none,0.6138,0.61,1,99000,299.1,,none,disagree_c,4130.0,2709.0,0.4950876930629475,0.9493028304250004,243993.0,-0.0495635260547627,0.5218545894519843
LED_g,config_7,1,disagreement,42,False,True,False,none,0.385,0.3695,0,99000,249.8,,none,train_C,898529.0,97973.0,0.0,0.0,49331.0,,
LED_g,config_7,5,disagreement,42,False,True,False,none,0.5846,0.5813,1,99000,322.6,,none,train_C,1197973.0,94048.0,0.0,0.0,255136.0,,
LED_g,config_8,1,disagreement,42,False,True,False,none,0.4624,0.4457,0,99000,231.8,,none,train_w,30057.0,8695.0,0.5022103808513907,0.9560089436583684,27546.0,0.0065670022461864,0.5610343833156586
LED_g,config_8,5,disagreement,42,False,True,False,none,0.6139,0.6086,1,99000,303.6,,none,train_w,91852.0,23363.0,0.5118008449478355,0.9606065412407362,199358.0,0.0727521668779759,0.6707215077604549
LED_g,config_9,1,disagreement,42,False,True,False,sqrtAM,0.4452,0.4318,0,99000,265.3,,sqrtAM,train_C,963241.0,97974.0,0.0,0.0,471646.0,,
LED_g,config_9,5,disagreement,42,False,True,False,sqrtAM,0.5796,0.5748,3,99000,348.3,,sqrtAM,train_C,1199217.0,94029.0,0.0,0.0,994317.0,,
LED_g,config_10,1,disagreement,42,True,True,False,mmr,0.4764,0.4652,0,99000,291.9,,mmr,train_C,929731.0,97980.0,0.0,0.0,663617.0,,
LED_g,config_10,5,disagreement,42,True,True,False,mmr,0.5716,0.566,2,99000,387.9,,mmr,train_C,1230029.0,94033.0,0.0,0.0,1188211.0,,
LED_g,config_11,1,disagreement,42,False,True,False,sqrtAM,0.5209,0.5052,0,99000,248.4,,sqrtAM,train_w,36088.0,9888.0,0.5189034641722431,0.9576378205387344,400221.0,0.0133700650918474,0.5654884566419803
LED_g,config_11,5,disagreement,42,False,True,False,sqrtAM,0.6372,0.6321,1,99000,336.3,,sqrtAM,train_w,83412.0,21540.0,0.5067387796994077,0.9595934836335168,990296.0,0.0664838503459543,0.6639830291974591
LED_g,config_12,1,disagreement,42,True,True,False,mmr,0.5282,0.5141,0,99000,278.8,,mmr,train_w,36121.0,10086.0,0.5163005647655365,0.958975937523168,535130.0,0.0088169916415441,0.5632469107966636
LED_g,config_12,5,disagreement,42,True,True,False,mmr,0.6441,0.639,1,99000,365.4,,mmr,train_w,87967.0,21662.0,0.5193855241184772,0.9609396504643436,1232400.0,0.0622637586528845,0.6643552606148984
RBF_m,config_6,5,disagreement,42,False,True,False,none,0.8085,0.7911,5,99000,253.7,,none,disagree_c,17237.0,12498.0,0.4326701672811902,0.9591796316264756,1321742.0,-0.1088182340598905,0.6587363899095195
RBF_m,config_6,1,disagreement,42,False,True,False,none,0.744,0.7218,4,99000,205.9,,none,disagree_c,15607.0,10754.0,0.4368052797857052,0.9573555632641196,1039542.0,-0.109658792935732,0.6212688477710109
RBF_m,config_7,1,disagreement,42,False,True,False,none,0.7678,0.7459,4,99000,239.0,,none,train_C,1948035.0,98010.0,0.0,0.0,1367970.0,,
RBF_m,config_7,5,disagreement,42,False,True,False,none,0.8246,0.8062,6,99000,316.3,,none,train_C,2190190.0,94050.0,0.0,0.0,2086391.0,,
RBF_m,config_8,5,disagreement,42,False,True,False,none,0.792,0.7733,5,99000,252.9,,none,train_w,63700.0,26830.0,0.4167762446186321,0.9610180606440069,1274406.0,-0.0326595727037783,0.7285983698779088
RBF_m,config_8,1,disagreement,42,False,True,False,none,0.7302,0.7064,3,99000,205.9,,none,train_w,68923.0,25358.0,0.4432188404054795,0.961452735072297,985611.0,-0.0041110716447568,0.7042815826237856
RBF_m,config_9,1,disagreement,42,False,True,False,sqrtAM,0.7745,0.7541,2,99000,272.2,,sqrtAM,train_C,1905454.0,98010.0,0.0,0.0,2062346.0,,
RBF_m,config_9,5,disagreement,42,False,True,False,sqrtAM,0.8225,0.8059,3,99000,333.0,,sqrtAM,train_C,2190397.0,94050.0,0.0,0.0,2568474.0,,
RBF_m,config_10,1,disagreement,42,True,True,False,mmr,0.774,0.754,3,99000,298.7,,mmr,train_C,1869084.0,98010.0,0.0,0.0,2232434.0,,
RBF_m,config_10,5,disagreement,42,True,True,False,mmr,0.8206,0.8037,4,99000,360.1,,mmr,train_C,2101707.0,94050.0,0.0,0.0,2578814.0,,
RBF_m,config_11,1,disagreement,42,False,True,False,sqrtAM,0.7597,0.7418,3,99000,231.1,,sqrtAM,train_w,64097.0,24588.0,0.4249794260093015,0.9586897338410958,1749071.0,-0.0117666093320466,0.7060702037794383
RBF_m,config_11,5,disagreement,42,False,True,False,sqrtAM,0.812,0.7952,4,99000,284.7,,sqrtAM,train_w,65619.0,28209.0,0.4194375513262428,0.9620165411620676,2194710.0,-0.0296003713975348,0.74300738935203
RBF_m,config_12,1,disagreement,42,True,True,False,mmr,0.7591,0.7378,3,99000,258.6,,mmr,train_w,67268.0,23980.0,0.4410695002076174,0.9604525064939978,1862212.0,0.007847792350142,0.7096903542191605
RBF_m,config_12,5,disagreement,42,True,True,False,mmr,0.8068,0.7889,4,99000,300.2,,mmr,train_w,63843.0,26928.0,0.4343857868150298,0.961568911691264,2121950.0,-0.02439859723044,0.7241752178591121
RBF_f,config_6,1,disagreement,42,False,True,False,none,0.7374,0.7109,3,99000,206.3,,none,disagree_c,14050.0,9932.0,0.4581121339662849,0.9567161614922748,1047055.0,-0.0879993639998748,0.6211824385730402
RBF_f,config_6,5,disagreement,42,False,True,False,none,0.7747,0.7539,3,99000,268.4,,none,disagree_c,17362.0,12555.0,0.4154150874005545,0.960057438162652,1679036.0,-0.0912205764298854,0.6781785061725042
RBF_f,config_7,1,disagreement,42,False,True,False,none,0.7501,0.7264,3,99000,246.5,,none,train_C,1863682.0,98010.0,0.0,0.0,1308652.0,,
RBF_f,config_7,5,disagreement,42,False,True,False,none,0.778,0.7565,3,99000,316.0,,none,train_C,1996927.0,94050.0,0.0,0.0,1867813.0,,
RBF_f,config_8,1,disagreement,42,False,True,False,none,0.7154,0.687,3,99000,208.2,,none,train_w,74123.0,24182.0,0.4589462295415614,0.9606231773994444,997334.0,0.0229414972084222,0.7136836403054275
RBF_f,config_8,5,disagreement,42,False,True,False,none,0.766,0.7428,3,99000,263.2,,none,train_w,62635.0,27933.0,0.4244911017642752,0.9617226837950008,1454359.0,-0.0217475715527018,0.7321090642119729
RBF_f,config_9,1,disagreement,42,False,True,False,sqrtAM,0.7559,0.7327,3,99000,276.1,,sqrtAM,train_C,1889051.0,98010.0,0.0,0.0,2115584.0,,
RBF_f,config_9,5,disagreement,42,False,True,False,sqrtAM,0.7802,0.7589,3,99000,322.2,,sqrtAM,train_C,2051867.0,94050.0,0.0,0.0,2461023.0,,
RBF_f,config_10,1,disagreement,42,True,True,False,mmr,0.7503,0.7256,2,99000,304.2,,mmr,train_C,1867772.0,98010.0,0.0,0.0,2125869.0,,
RBF_f,config_10,5,disagreement,42,True,True,False,mmr,0.7777,0.7556,3,99000,370.9,,mmr,train_C,1992011.0,94050.0,0.0,0.0,2479980.0,,
RBF_f,config_11,5,disagreement,42,False,True,False,sqrtAM,0.7677,0.745,2,99000,279.2,,sqrtAM,train_w,65747.0,27953.0,0.4263904622688256,0.9625198735843852,2006069.0,-0.0166620419448292,0.7327728654154319
RBF_f,config_11,1,disagreement,42,False,True,False,sqrtAM,0.7378,0.7135,2,99000,232.0,,sqrtAM,train_w,74185.0,25214.0,0.4773623342611304,0.9660975366943172,1695789.0,0.0183896026116208,0.7115188828864203
RBF_f,config_12,1,disagreement,42,True,True,False,mmr,0.7389,0.7139,2,99000,257.8,,mmr,train_w,72868.0,25967.0,0.4556980078346294,0.9597317607449666,1878183.0,0.0050931231152163,0.710893127449107
RBF_f,config_12,5,disagreement,42,True,True,False,mmr,0.7709,0.7485,2,99000,310.4,,mmr,train_w,56885.0,26256.0,0.4173966002786101,0.9616956733423784,2275129.0,-0.0262763231438891,0.7370841241164949
airlines,config_6,1,disagreement,42,False,True,False,none,0.586,0.4813,0,538383,1123.1,,none,disagree_c,135909.0,91941.0,0.2745010388111881,0.9551319962810024,7650515.0,0.206437798168088,0.7620001637557005
airlines,config_6,5,disagreement,42,False,True,False,none,0.6139,0.5504,10,538383,1502.3,,none,disagree_c,73453.0,55578.0,0.3119124058474681,0.9568206176409472,7968504.0,0.1552570118023151,0.7630695951690337
airlines,config_7,1,disagreement,42,False,True,False,none,0.5982,0.4958,0,538383,974.6,,none,train_C,5034209.0,532297.0,0.0,0.0,1553138.0,,
airlines,config_7,5,disagreement,42,False,True,False,none,0.6359,0.5851,5,538383,1528.3,,none,train_C,7543911.0,511325.0,0.0,0.0,9262833.0,,
airlines,config_8,5,disagreement,42,False,True,False,none,0.6354,0.6041,3,538383,1500.1,,none,train_w,288476.0,112775.0,0.5490777667663193,0.961515435471636,7156348.0,0.1289015673695667,0.7844060471777531
airlines,config_8,1,disagreement,42,False,True,False,none,0.6049,0.5709,0,538383,1355.9,,none,train_w,298660.0,127209.0,0.4779152708078912,0.9658669068413974,7114554.0,0.1455096485068873,0.7792780078449321
airlines,config_9,1,disagreement,42,False,True,False,sqrtAM,0.6146,0.5692,0,538383,1456.0,,sqrtAM,train_C,4882298.0,532656.0,0.0,0.0,9573167.0,,
airlines,config_9,5,disagreement,42,False,True,False,sqrtAM,0.6475,0.6271,4,538383,1784.5,,sqrtAM,train_C,8130197.0,511434.0,0.0,0.0,8598093.0,,
airlines,config_10,1,disagreement,42,True,True,False,mmr,0.6127,0.5732,0,538383,1579.9,,mmr,train_C,4911678.0,532528.0,0.0,0.0,9442962.0,,
airlines,config_10,5,disagreement,42,True,True,False,mmr,0.6475,0.625,3,538383,1841.4,,mmr,train_C,7844968.0,511396.0,0.0,0.0,10752777.0,,
airlines,config_11,1,disagreement,42,False,True,False,sqrtAM,0.5934,0.5897,0,538383,1566.1,,sqrtAM,train_w,279994.0,118476.0,0.502590789182284,0.9663922592763696,8165579.0,0.1439876051020096,0.7785641676767944
airlines,config_11,5,disagreement,42,False,True,False,sqrtAM,0.6273,0.6224,2,538383,2017.8,,sqrtAM,train_w,306739.0,111615.0,0.555970444301018,0.961659845273362,6915063.0,0.1228263288130245,0.7713755721975487
airlines,config_12,5,disagreement,42,True,True,False,mmr,0.6261,0.62,3,538383,1770.3,,mmr,train_w,301855.0,115241.0,0.5422805379215874,0.9608879559497836,8442929.0,0.1295926194921349,0.7750758190667176
airlines,config_12,1,disagreement,42,True,True,False,mmr,0.5941,0.5898,0,538383,1590.8,,mmr,train_w,306248.0,114793.0,0.5232922384961134,0.9673145440716796,9760389.0,0.148227800103876,0.7824507761989742
CovtFD,config_6,5,disagreement,42,False,True,False,none,0.7868,0.6317,20,580012,4182.2,,none,disagree_c,110881.0,87107.0,0.3931633189013937,0.9614013034776652,15974315.0,-0.0272654664585083,0.8170215556235257
CovtFD,config_6,1,disagreement,42,False,True,False,none,0.7048,0.4525,2,580012,4805.4,,none,disagree_c,94561.0,74301.0,0.3698532524444212,0.9580398567746456,12969072.0,-0.0349443711370337,0.776876914801115
CovtFD,config_7,1,disagreement,42,False,True,False,none,0.661,0.3703,2,580012,4425.4,,none,train_C,12120662.0,574182.0,0.0,0.0,7798499.0,,
CovtFD,config_7,5,disagreement,42,False,True,False,none,0.7785,0.6151,23,580012,5690.3,,none,train_C,13245206.0,550990.0,0.0,0.0,14532627.0,,
CovtFD,config_8,1,disagreement,42,False,True,False,none,0.7002,0.4458,2,580012,4460.6,,none,train_w,241386.0,145828.0,0.3812053229625615,0.9617331049429784,15244618.0,0.0219822090747733,0.8484194570680627
CovtFD,config_8,5,disagreement,42,False,True,False,none,0.7825,0.6294,23,580012,5675.5,,none,train_w,261661.0,156954.0,0.362249788559243,0.9631552236007755,16889261.0,0.0158834738691588,0.8694451977514397
CovtFD,config_9,1,disagreement,42,False,True,False,sqrtAM,0.6735,0.4302,2,580012,5183.8,,sqrtAM,train_C,12184753.0,574143.0,0.0,0.0,14447641.0,,
CovtFD,config_9,5,disagreement,42,False,True,False,sqrtAM,0.801,0.648,15,580012,7075.9,,sqrtAM,train_C,13443589.0,550992.0,0.0,0.0,19931226.0,,
CovtFD,config_10,5,disagreement,42,True,True,False,mmr,0.8098,0.6649,17,580012,5338.2,,mmr,train_C,13268559.0,550944.0,0.0,0.0,20307475.0,,
CovtFD,config_10,1,disagreement,42,True,True,False,mmr,0.6838,0.4277,2,580012,4131.1,,mmr,train_C,12159703.0,574187.0,0.0,0.0,13571935.0,,
CovtFD,config_11,1,disagreement,42,False,True,False,sqrtAM,0.7213,0.4954,2,580012,4989.6,,sqrtAM,train_w,247998.0,140835.0,0.3800043103512936,0.9608645919239972,19331496.0,0.0138074516759761,0.8401622974389444
CovtFD,config_11,5,disagreement,42,False,True,False,sqrtAM,0.7998,0.6574,14,580012,5368.4,,sqrtAM,train_w,264971.0,159870.0,0.3600453936174912,0.962878185255375,21261367.0,0.0163443529764181,0.8668981976976052
CovtFD,config_12,1,disagreement,42,True,True,False,mmr,0.7306,0.5105,1,580012,4270.6,,mmr,train_w,250865.0,144370.0,0.3758129844776126,0.9608477205260044,19857016.0,0.0222278730685289,0.8444818965331569
CovtFD,config_12,5,disagreement,42,True,True,False,mmr,0.8098,0.6761,17,580012,5857.6,,mmr,train_w,265616.0,159302.0,0.361988491348081,0.963415649430066,22071603.0,0.0172073719888931,0.8707237156167347
Electricity,config_13,1,disagreement,42,False,True,False,none,0.743,0.4735,0,44312,100.2,,none,self_train_A,961926.0,43784.0,0.0,0.0,758170.0,,
Electricity,config_13,5,disagreement,42,False,True,False,none,0.7782,0.5094,0,44312,123.8,,none,self_train_A,962398.0,42007.0,0.0,0.0,932831.0,,
AGR_g,config_13,1,disagreement,42,False,True,False,none,0.6817,0.6324,3,99000,214.2,,none,self_train_A,1927938.0,97931.0,0.0,0.0,1212329.0,,
AGR_g,config_13,5,disagreement,42,False,True,False,none,0.7606,0.7494,3,99000,253.6,,none,self_train_A,1997305.0,94050.0,0.0,0.0,1531868.0,,
AGR_a,config_13,1,disagreement,42,False,True,False,none,0.6404,0.6347,0,99000,234.6,,none,self_train_A,1777563.0,98010.0,0.0,0.0,608771.0,,
AGR_a,config_13,5,disagreement,42,False,True,False,none,0.7294,0.7287,0,99000,290.0,,none,self_train_A,1856329.0,94050.0,0.0,0.0,664275.0,,
LED_a,config_13,1,disagreement,42,False,True,False,none,0.5034,0.4876,0,99000,214.4,,none,self_train_A,839263.0,95386.0,0.0,0.0,66993.0,,
LED_a,config_13,5,disagreement,42,False,True,False,none,0.6317,0.6299,1,99000,280.8,,none,self_train_A,1244711.0,93247.0,0.0,0.0,314634.0,,
LED_g,config_13,1,disagreement,42,False,True,False,none,0.3838,0.3647,0,99000,220.9,,none,self_train_A,643427.0,90196.0,0.0,0.0,38952.0,,
LED_g,config_13,5,disagreement,42,False,True,False,none,0.5916,0.5881,2,99000,287.8,,none,self_train_A,1062035.0,92875.0,0.0,0.0,304875.0,,
RBF_m,config_13,1,disagreement,42,False,True,False,none,0.7628,0.7405,4,99000,214.7,,none,self_train_A,2041959.0,97886.0,0.0,0.0,1371039.0,,
RBF_m,config_13,5,disagreement,42,False,True,False,none,0.8219,0.8042,7,99000,279.4,,none,self_train_A,2220615.0,93987.0,0.0,0.0,2030275.0,,
RBF_f,config_13,1,disagreement,42,False,True,False,none,0.7536,0.7301,3,99000,220.8,,none,self_train_A,1984261.0,97697.0,0.0,0.0,1335486.0,,
RBF_f,config_13,5,disagreement,42,False,True,False,none,0.7774,0.7554,3,99000,283.9,,none,self_train_A,2136961.0,93903.0,0.0,0.0,1896770.0,,
airlines,config_13,1,disagreement,42,False,True,False,none,0.5839,0.4541,0,538383,1159.3,,none,self_train_A,10123770.0,528643.0,0.0,0.0,12279669.0,,
airlines,config_13,5,disagreement,42,False,True,False,none,0.6367,0.578,3,538383,1507.5,,none,self_train_A,9996929.0,508718.0,0.0,0.0,9048766.0,,
CovtFD,config_13,1,disagreement,42,False,True,False,none,0.6616,0.3846,2,580012,4186.0,,none,self_train_A,10148958.0,562360.0,0.0,0.0,6743652.0,,
CovtFD,config_13,5,disagreement,42,False,True,False,none,0.7766,0.6057,20,580012,5555.1,,none,self_train_A,12165430.0,547173.0,0.0,0.0,12901774.0,,
