instance,rolling_acc,active_real_acc,active_pred_acc,active_real_div,active_pred_div,pool_real_acc,pool_real_div,K,lambda,drift_count,n_swapped,mean_margin,mean_A_inst,mean_C,mean_w,lbd_updates,lbd_instances,lbd_gap_mean,lbd_conf_mean,lbd_gap_pre_mean,lbd_conf_pre_mean,lbd_pool_updates
500,0.9,0.7647999999999999,0.7681989479308197,0.24879080459770117,0.2394310344827586,0.7541428571428571,0.2406666666666667,22,0.25,0,0,0.8202163703376514,0.7710290787486288,0.7715584025072075,0.7660731148069745,0,0,,,,,0
1000,0.94,0.7565666666666666,0.7193065423098127,0.27501839080459767,0.2540737777777776,0.7406285714285713,0.2779287784679089,22,0.25,0,0,0.7922809502426272,0.886183572571284,0.7980340539969241,0.7478295704425406,0,0,,,,,0
1500,0.91,0.7562666666666668,0.7442174618941036,0.28045517241379314,0.2783226200766282,0.7397285714285714,0.28341325051759836,22,0.25,0,0,0.7525712924286186,0.7983495253091685,0.7152640193556975,0.7170737092157123,418,206,0.25065874362995477,0.9502562932677237,0.009567033068458655,0.8348081071090776,13019
2000,0.92,0.7588333333333334,0.6973399290532559,0.28057241379310344,0.3092455309045209,0.7420428571428571,0.283856314699793,22,0.25,0,0,0.7819460962895803,0.7050056027482016,0.6547066087277053,0.6502227937536118,794,393,0.2805727505801674,0.9500937173708206,0.0205684136729971,0.8380572467631102,22356
2500,0.91,0.7603333333333333,0.7834286927494801,0.27993563218390805,0.30645451908923815,0.7436,0.2829730848861284,22,0.25,0,0,0.7631070576667563,0.8049605774222449,0.7441633640264607,0.7542099868879215,1143,573,0.26849439397580793,0.9496798414571189,0.011254031751999849,0.8356487502108934,29488
3000,0.66,0.7603666666666667,0.7849893783096528,0.2783793103448276,0.28952433676219547,0.7435714285714284,0.2814567287784679,22,0.25,0,0,0.8669731247130505,0.6432094176931131,0.728725247865842,0.7534832822110612,1404,755,0.2694796732705785,0.9533525983886487,0.013387999493867507,0.8388893260134678,42911
3500,0.83,0.7573666666666666,0.7871882505965176,0.2807287356321839,0.2708503341484948,0.7399857142857144,0.28259337474120083,22,0.25,0,0,0.698606076819119,0.8116682367718607,0.6846925909209325,0.7262958321866008,1674,929,0.26699711191180797,0.9543507870452514,0.008261648666105502,0.8369612451203596,52188
4000,0.75,0.7583666666666667,0.867500329114725,0.2807471264367816,0.24591669522196025,0.7418142857142856,0.27969316770186337,24,0.25,0,0,0.848131563959248,0.8633254743487503,0.8091137527729985,0.8339234682376262,2007,1089,0.2682821589281984,0.951908006325947,0.006325017696254614,0.836780877877944,58738
4500,0.83,0.7584000000000001,0.7946094684149478,0.2809379310344828,0.24541675390757167,0.7422714285714285,0.27753581780538306,24,0.25,0,0,0.8045649818675105,0.8733234527246322,0.793243384993127,0.78667914075672,2216,1244,0.2625276122956276,0.9528823538979054,0.005772625707696305,0.8383214126842072,72420
5000,0.72,0.7571333333333333,0.8951159039839126,0.2814712643678161,0.24505716650642384,0.7415142857142858,0.277103933747412,24,0.25,0,0,0.8118209413469946,0.9783367015580714,0.8633323984504399,0.8773887084331417,2430,1407,0.25515401666131643,0.9541688954910279,0.007650572097710251,0.8397250987486073,86087
5500,0.85,0.7582333333333333,0.8997258868213259,0.28100459770114944,0.2358606785181342,0.7430714285714286,0.27561946169772256,24,0.25,0,0,0.5858641254396252,0.9783506957622498,0.7045921162963222,0.7956070706579704,2657,1562,0.2515726757781264,0.9550971960143098,0.005934426960062852,0.8411114011204347,100568
6000,0.78,0.7591666666666667,0.7830195709389998,0.280448275862069,0.2139765202748477,0.7448285714285713,0.2733374741200828,24,0.25,0,0,0.8588567939905023,0.8083319138502854,0.788113077517492,0.7778261350772185,2928,1741,0.25031541719365236,0.9564526730653676,0.003938273776320408,0.8415559672938338,115024
6500,0.9,0.7571333333333334,0.5509984198259337,0.28263908045977015,0.20783747872302916,0.7423285714285714,0.2737031055900621,24,0.25,0,0,0.7306861817384083,0.6040080350425403,0.6103361954720622,0.5514312069125497,3194,1929,0.24798483907367366,0.9568819572578795,0.002903620011409702,0.8417040320526975,127659
7000,0.82,0.7562999999999999,0.7939996848545001,0.28275632183908045,0.21965479370389196,0.7422857142857142,0.27149233954451346,24,0.25,0,0,0.8611592739559008,0.7433320927463305,0.7654377141959476,0.7754007247316115,3460,2094,0.24700626864303837,0.9572976700536427,0.0015325890728393322,0.842065510944823,140175
