instance,rolling_acc,active_real_acc,active_pred_acc,active_real_div,active_pred_div,pool_real_acc,pool_real_div,K,lambda,drift_count,n_swapped,mean_margin,mean_A_inst,mean_C,mean_w,lbd_updates,lbd_instances,lbd_gap_mean,lbd_conf_mean,lbd_gap_pre_mean,lbd_conf_pre_mean,lbd_pool_updates
500,0.61,0.36680000000000007,0.3858414249406072,0.34523218390804594,0.2974620689655172,0.3580285714285714,0.3592521739130435,15,0.75,0,0,0.503790635773044,0.3691860519447218,0.37503746353260303,0.3769880838328608,0,0,,,,,0
1000,0.63,0.3906333333333334,0.42728980401466843,0.3630505747126437,0.32790287816091945,0.3869714285714286,0.36817225672877846,15,0.75,0,0,0.39290743730661243,0.44793208083481717,0.3474125181929428,0.3829261495626749,0,0,,,,,0
1500,0.67,0.3903333333333333,0.30713221230919696,0.3648597701149425,0.35132083052873553,0.3862285714285714,0.3696198757763975,15,0.75,0,0,0.6165779008576736,0.32073328720236105,0.3983397621810852,0.34080002567567325,0,0,,,,,0
2000,0.69,0.39189999999999997,0.44974693219640216,0.3668344827586207,0.36904419166749414,0.3875571428571428,0.3715209109730849,15,0.75,0,0,0.48246070959045184,0.3720554049182188,0.38516801754661034,0.4058702980350338,0,0,,,,,0
2500,0.74,0.39409999999999995,0.5453551407512012,0.36842068965517244,0.3818343516327133,0.38924285714285706,0.3732020703933748,15,0.75,0,0,0.5348888195742941,0.4885978327482879,0.46527959512397377,0.4936210285805431,0,0,,,,,0
3000,0.64,0.3943000000000001,0.45569996615488895,0.3706643678160919,0.4158955650474435,0.38965714285714287,0.3749879917184265,15,0.75,0,0,0.2589836420248312,0.49230548821834624,0.3172224537547384,0.3648319810050882,0,0,,,,,0
3500,0.64,0.39473333333333327,0.33481771959663725,0.37171034482758625,0.4286709087568005,0.3904000000000001,0.37585010351966874,15,0.75,0,0,0.25574098468807016,0.1453408953101612,0.1575996047055283,0.2210448122151356,0,0,,,,,0
4000,0.73,0.3981333333333333,0.5532986500965253,0.3739218390804598,0.43417688459382664,0.3935428571428572,0.3778070393374741,15,0.75,0,0,0.3033456383598886,0.5095555720582959,0.34889052320729264,0.42722465077897115,0,0,,,,,0
4500,0.74,0.4006666666666666,0.5262845787658689,0.37548505747126437,0.44032378085269275,0.39601428571428576,0.3796575569358178,15,0.75,0,0,0.3842592817811679,0.47619672531428187,0.37326229398816135,0.43340340370194913,0,0,,,,,0
5000,0.74,0.4015333333333333,0.6040802256398169,0.3762344827586207,0.44991214821037173,0.3968714285714285,0.3802389233954451,15,0.75,0,0,0.5494936123506701,0.6322823809759458,0.5665009207808441,0.570991166473298,0,0,,,,,0
5500,0.75,0.40276666666666666,0.5413543459916882,0.3764712643678161,0.4526206484178563,0.39802857142857134,0.38102028985507247,15,0.75,0,0,0.4132043071346881,0.5423902437438558,0.40709655925875904,0.4609840759289471,0,0,,,,,0
6000,0.67,0.4031,0.3795252167800221,0.3761632183908046,0.45220713290948256,0.3982571428571429,0.38059792960662525,15,0.75,0,0,0.3829087184369303,0.6477557190395974,0.43182130382500955,0.3940647442598146,0,0,,,,,0
6500,0.64,0.4036333333333334,0.37198650034887754,0.3765540229885057,0.44462313977471246,0.39888571428571423,0.38106418219461696,15,0.75,0,0,0.2805878707157155,0.41333381551869547,0.287841522310016,0.31146510264040483,0,0,,,,,0
7000,0.78,0.40390000000000004,0.42488673489043116,0.37676091954022994,0.4221903119324688,0.39895714285714284,0.3813478260869565,15,0.75,0,0,0.3329307204549515,0.37410780100059304,0.29363567149922354,0.34575020133071316,0,0,,,,,0
7500,0.72,0.40403333333333336,0.3507780017371932,0.3767103448275862,0.41834975365976845,0.3990142857142857,0.38157391304347826,15,0.75,0,0,0.33146183034378324,0.29441860128723074,0.2665095994045912,0.2973679811115673,0,0,,,,,0
8000,0.68,0.40450000000000014,0.5368300883207094,0.3766919540229885,0.42157655433357155,0.39964285714285713,0.3818364389233954,15,0.75,0,0,0.43578569289581276,0.43719374094602087,0.3929651448742636,0.45065115920748006,0,0,,,,,0
