dataset,config,label_pct,diversity_measure,seed,inference_mode,training_mode,use_mmr,use_pseudo_label,unsup_drift,inference_relevance,global_acc,f1_score,drift_count,total_instances,elapsed_s,lbd_updates,lbd_instances,lbd_gap_mean,lbd_conf_mean,lbd_gap_pre_mean,lbd_conf_pre_mean,lbd_pool_updates
AGR_g,config_11,1,disagreement,43,sqrtAM,train_w,False,True,False,sqrtAM,0.7255,0.7178,3,99000,220.8,39743,18118,0.3214309989044302,0.954722112602193,-0.0127725662351207,0.7589353738951109,1896759
AGR_g,config_11,1,disagreement,44,sqrtAM,train_w,False,True,False,sqrtAM,0.7174,0.711,2,99000,216.6,32266,15615,0.3062268734357886,0.95084808862158,-0.0120985406212411,0.7479650436524584,1657821
AGR_g,config_12,5,disagreement,42,mmr,train_w,True,True,False,mmr,0.8104,0.8059,7,99000,247.0,31098,15812,0.3576691724267347,0.9516227028213868,-0.0198407674466624,0.789432511089855,2329020
AGR_g,config_12,5,disagreement,43,mmr,train_w,True,True,False,mmr,0.8025,0.7972,5,99000,291.9,31020,14447,0.3463539349920606,0.9501378658021096,-0.0204996916155462,0.7835296712457152,2177795
AGR_g,config_12,5,disagreement,44,mmr,train_w,True,True,False,mmr,0.8071,0.8029,6,99000,309.4,35616,17263,0.3548281123586737,0.9523326360200184,-0.0162195068381485,0.7947853479266305,2410761
AGR_g,config_12,1,disagreement,42,mmr,train_w,True,True,False,mmr,0.7151,0.7064,1,99000,237.0,29684,14855,0.3010776371398777,0.949976069690104,-0.0162197119912638,0.7453897103556777,1647257
AGR_g,config_12,1,disagreement,43,mmr,train_w,True,True,False,mmr,0.7228,0.716,2,99000,237.3,34646,16075,0.3281421553150099,0.9505001487154628,-0.0167554019518091,0.7572356017383454,1808574
AGR_g,config_12,1,disagreement,44,mmr,train_w,True,True,False,mmr,0.7355,0.7281,2,99000,242.1,32805,15732,0.3225609558801537,0.948462241338575,-0.0055158229197039,0.7605662004250219,1881704
AGR_g,config_base,5,disagreement,42,none,none,False,False,False,none,0.753,0.7392,7,99000,203.5,0,0,,,,,0
AGR_g,config_base,5,disagreement,43,none,none,False,False,False,none,0.7682,0.7526,8,99000,227.6,0,0,,,,,0
AGR_g,config_base,1,disagreement,42,none,none,False,False,False,none,0.6859,0.6284,2,99000,160.3,0,0,,,,,0
AGR_g,config_base,5,disagreement,44,none,none,False,False,False,none,0.801,0.7905,8,99000,241.3,0,0,,,,,0
AGR_g,config_base,1,disagreement,43,none,none,False,False,False,none,0.7019,0.666,2,99000,186.1,0,0,,,,,0
AGR_g,config_base,1,disagreement,44,none,none,False,False,False,none,0.7203,0.6998,3,99000,186.7,0,0,,,,,0
AGR_a,config_0,5,disagreement,42,capymoa,capymoa,False,True,False,capymoa_sleade,0.7628,0.7588,-1,99000,90.3,0,0,,,,,0
AGR_a,config_0,5,disagreement,44,capymoa,capymoa,False,True,False,capymoa_sleade,0.7612,0.7579,-1,99000,103.0,0,0,,,,,0
AGR_a,config_0,5,disagreement,43,capymoa,capymoa,False,True,False,capymoa_sleade,0.7688,0.7673,-1,99000,104.4,0,0,,,,,0
AGR_a,config_0,1,disagreement,43,capymoa,capymoa,False,True,False,capymoa_sleade,0.6894,0.6893,-1,99000,79.2,0,0,,,,,0
AGR_a,config_0,1,disagreement,42,capymoa,capymoa,False,True,False,capymoa_sleade,0.7115,0.7108,-1,99000,81.1,0,0,,,,,0
AGR_a,config_0,1,disagreement,44,capymoa,capymoa,False,True,False,capymoa_sleade,0.7093,0.7082,-1,99000,70.7,0,0,,,,,0
AGR_a,config_1,5,disagreement,42,margin,none,False,False,False,margin,0.7594,0.7554,2,99000,194.3,0,0,,,,,0
AGR_a,config_1,5,disagreement,43,margin,none,False,False,False,margin,0.7701,0.7671,3,99000,230.8,0,0,,,,,0
AGR_a,config_1,5,disagreement,44,margin,none,False,False,False,margin,0.7639,0.7617,1,99000,197.6,0,0,,,,,0
AGR_a,config_1,1,disagreement,42,margin,none,False,False,False,margin,0.6801,0.6794,0,99000,186.9,0,0,,,,,0
AGR_a,config_1,1,disagreement,43,margin,none,False,False,False,margin,0.6837,0.682,0,99000,183.4,0,0,,,,,0
AGR_a,config_1,1,disagreement,44,margin,none,False,False,False,margin,0.6711,0.6703,0,99000,182.3,0,0,,,,,0
AGR_a,config_2,5,disagreement,42,mlhat_A,none,False,False,False,mlhat_A,0.7991,0.798,8,99000,170.2,0,0,,,,,0
AGR_a,config_2,5,disagreement,43,mlhat_A,none,False,False,False,mlhat_A,0.7852,0.7848,7,99000,201.0,0,0,,,,,0
AGR_a,config_2,5,disagreement,44,mlhat_A,none,False,False,False,mlhat_A,0.7838,0.783,8,99000,170.4,0,0,,,,,0
AGR_a,config_2,1,disagreement,42,mlhat_A,none,False,False,False,mlhat_A,0.6709,0.6708,1,99000,181.1,0,0,,,,,0
AGR_a,config_2,1,disagreement,43,mlhat_A,none,False,False,False,mlhat_A,0.6661,0.6654,0,99000,179.4,0,0,,,,,0
AGR_a,config_2,1,disagreement,44,mlhat_A,none,False,False,False,mlhat_A,0.6693,0.6691,1,99000,181.3,0,0,,,,,0
AGR_a,config_3,5,disagreement,42,sqrtAM,none,False,False,False,sqrtAM,0.7611,0.7554,4,99000,210.3,0,0,,,,,0
AGR_a,config_3,5,disagreement,43,sqrtAM,none,False,False,False,sqrtAM,0.7653,0.7616,2,99000,225.5,0,0,,,,,0
AGR_a,config_3,5,disagreement,44,sqrtAM,none,False,False,False,sqrtAM,0.7656,0.7625,1,99000,197.1,0,0,,,,,0
AGR_a,config_3,1,disagreement,42,sqrtAM,none,False,False,False,sqrtAM,0.6851,0.6839,0,99000,181.5,0,0,,,,,0
AGR_a,config_3,1,disagreement,43,sqrtAM,none,False,False,False,sqrtAM,0.6849,0.683,0,99000,181.2,0,0,,,,,0
AGR_a,config_3,1,disagreement,44,sqrtAM,none,False,False,False,sqrtAM,0.6698,0.6689,0,99000,158.9,0,0,,,,,0
AGR_a,config_4,5,disagreement,42,mmr,none,True,False,False,mmr,0.7745,0.7716,5,99000,216.7,0,0,,,,,0
AGR_a,config_4,5,disagreement,43,mmr,none,True,False,False,mmr,0.7846,0.7824,3,99000,251.4,0,0,,,,,0
AGR_a,config_4,5,disagreement,44,mmr,none,True,False,False,mmr,0.7713,0.7677,2,99000,252.7,0,0,,,,,0
AGR_a,config_4,1,disagreement,42,mmr,none,True,False,False,mmr,0.6868,0.6859,0,99000,198.5,0,0,,,,,0
AGR_a,config_4,1,disagreement,43,mmr,none,True,False,False,mmr,0.6879,0.6865,0,99000,193.8,0,0,,,,,0
AGR_a,config_4,1,disagreement,44,mmr,none,True,False,False,mmr,0.6725,0.6718,0,99000,191.5,0,0,,,,,0
AGR_a,config_5,5,disagreement,42,none,self_train_M,False,True,False,none,0.7283,0.7283,6,99000,229.2,1761375,94050,0.0,0.0,,,918866
AGR_a,config_5,5,disagreement,43,none,self_train_M,False,True,False,none,0.7744,0.7738,8,99000,260.2,1905088,94050,0.0,0.0,,,1222305
AGR_a,config_5,5,disagreement,44,none,self_train_M,False,True,False,none,0.782,0.7808,1,99000,235.2,1867307,94050,0.0,0.0,,,1267779
AGR_a,config_5,1,disagreement,42,none,self_train_M,False,True,False,none,0.6183,0.6043,0,99000,229.9,1635981,98010,0.0,0.0,,,605838
AGR_a,config_5,1,disagreement,43,none,self_train_M,False,True,False,none,0.6583,0.6568,0,99000,227.6,1724714,98010,0.0,0.0,,,758914
AGR_a,config_5,1,disagreement,44,none,self_train_M,False,True,False,none,0.6719,0.6719,1,99000,222.8,1950347,98010,0.0,0.0,,,1350924
AGR_a,config_6,5,disagreement,42,none,disagree_c,False,True,False,none,0.7202,0.7191,0,99000,224.8,9873,6912,0.3146167375533167,0.9565621321823154,-0.0723238080075013,0.6786269592436008,652832
AGR_a,config_6,5,disagreement,43,none,disagree_c,False,True,False,none,0.7948,0.7934,5,99000,238.6,17514,12545,0.3505705960300015,0.9580040401177196,-0.0613008900202487,0.7362909188629182,1235450
AGR_a,config_6,5,disagreement,44,none,disagree_c,False,True,False,none,0.7586,0.7562,1,99000,203.0,4337,3189,0.504803000288388,0.953598944129527,-0.0604761190234471,0.7222890856464741,1157399
AGR_a,config_6,1,disagreement,42,none,disagree_c,False,True,False,none,0.6446,0.6446,0,99000,203.4,9734,6846,0.2729442487337288,0.9559453887193936,-0.0658664118026139,0.6737944873008536,589057
AGR_a,config_6,1,disagreement,43,none,disagree_c,False,True,False,none,0.6672,0.6672,0,99000,206.9,10480,7247,0.2603811814076774,0.9587095288235136,-0.0640481290165079,0.6799531715544828,686475
AGR_a,config_6,1,disagreement,44,none,disagree_c,False,True,False,none,0.6797,0.6795,1,99000,215.4,7225,5511,0.3553576404341183,0.961049994034262,-0.0544794565490743,0.7125792699939604,1174322
AGR_a,config_7,5,disagreement,42,none,train_C,False,True,False,none,0.7328,0.7326,5,99000,228.6,1715155,94050,0.0,0.0,,,902331
AGR_a,config_7,5,disagreement,43,none,train_C,False,True,False,none,0.7682,0.768,5,99000,292.8,1839546,94050,0.0,0.0,,,1166478
AGR_a,config_7,5,disagreement,44,none,train_C,False,True,False,none,0.7611,0.7592,2,99000,224.6,1834293,94050,0.0,0.0,,,1276129
AGR_a,config_7,1,disagreement,42,none,train_C,False,True,False,none,0.6094,0.5955,0,99000,221.9,1595345,98010,0.0,0.0,,,584833
AGR_a,config_7,1,disagreement,43,none,train_C,False,True,False,none,0.6432,0.6389,0,99000,227.4,1686148,98010,0.0,0.0,,,779574
AGR_a,config_7,1,disagreement,44,none,train_C,False,True,False,none,0.6699,0.6699,1,99000,243.7,1949136,98010,0.0,0.0,,,1339477
AGR_a,config_8,5,disagreement,42,none,train_w,False,True,False,none,0.7258,0.7236,1,99000,228.8,36058,17791,0.3889382391305379,0.9505118165443812,-0.0251269554983463,0.7440715208486566,724451
AGR_a,config_8,5,disagreement,43,none,train_w,False,True,False,none,0.7867,0.7842,3,99000,236.5,51247,25775,0.3900169519235134,0.9526715285323232,-0.0224949528971338,0.7870060153355436,1239929
AGR_a,config_8,5,disagreement,44,none,train_w,False,True,False,none,0.7715,0.7661,5,99000,207.3,42314,20963,0.4342399483369468,0.9527876873230706,-0.0110885963899868,0.8073807756642678,1552177
AGR_a,config_8,1,disagreement,42,none,train_w,False,True,False,none,0.6572,0.657,0,99000,206.1,33237,16067,0.3650519220593748,0.9517143841357124,-0.021025218834944,0.7367588950949487,625568
AGR_a,config_8,1,disagreement,43,none,train_w,False,True,False,none,0.6618,0.6616,0,99000,208.2,37097,17021,0.3521657633320161,0.9492402895183762,-0.0253098804135682,0.745267448845676,722674
AGR_a,config_8,1,disagreement,44,none,train_w,False,True,False,none,0.6877,0.6872,1,99000,217.8,27848,16020,0.4058872948895625,0.9529026689748188,-0.0219308146692049,0.7655460992356945,1176959
AGR_a,config_9,5,disagreement,42,sqrtAM,train_C,False,True,False,sqrtAM,0.7469,0.7429,3,99000,298.8,1695223,94050,0.0,0.0,,,1585014
AGR_a,config_9,5,disagreement,43,sqrtAM,train_C,False,True,False,sqrtAM,0.7746,0.7715,5,99000,275.4,1775173,94050,0.0,0.0,,,2203763
AGR_a,config_9,5,disagreement,44,sqrtAM,train_C,False,True,False,sqrtAM,0.7687,0.7636,2,99000,273.3,1668166,94050,0.0,0.0,,,1851238
AGR_a,config_9,1,disagreement,42,sqrtAM,train_C,False,True,False,sqrtAM,0.6661,0.6658,0,99000,237.9,1606745,98010,0.0,0.0,,,1037412
AGR_a,config_9,1,disagreement,43,sqrtAM,train_C,False,True,False,sqrtAM,0.6812,0.6805,0,99000,244.9,1713683,98010,0.0,0.0,,,1393096
AGR_a,config_9,1,disagreement,44,sqrtAM,train_C,False,True,False,sqrtAM,0.6822,0.6816,0,99000,235.8,1642860,98010,0.0,0.0,,,1144063
AGR_a,config_10,5,disagreement,42,mmr,train_C,True,True,False,mmr,0.7786,0.7759,5,99000,284.1,1701998,94050,0.0,0.0,,,1933634
AGR_a,config_10,5,disagreement,43,mmr,train_C,True,True,False,mmr,0.8109,0.8093,7,99000,299.6,1887608,94050,0.0,0.0,,,2479169
AGR_a,config_10,5,disagreement,44,mmr,train_C,True,True,False,mmr,0.7446,0.742,2,99000,324.7,1725839,94050,0.0,0.0,,,1750557
AGR_a,config_10,1,disagreement,42,mmr,train_C,True,True,False,mmr,0.6729,0.6724,0,99000,255.0,1596783,98010,0.0,0.0,,,1126749
AGR_a,config_10,1,disagreement,43,mmr,train_C,True,True,False,mmr,0.6808,0.6796,0,99000,260.3,1734347,98010,0.0,0.0,,,1369010
AGR_a,config_10,1,disagreement,44,mmr,train_C,True,True,False,mmr,0.6849,0.6848,0,99000,253.7,1646835,98010,0.0,0.0,,,1229975
AGR_a,config_11,5,disagreement,42,sqrtAM,train_w,False,True,False,sqrtAM,0.7768,0.7711,3,99000,248.1,44877,21616,0.3960932096952427,0.9498960748368168,-0.0255663239463929,0.7618216858625088,1882613
AGR_a,config_11,5,disagreement,43,sqrtAM,train_w,False,True,False,sqrtAM,0.7908,0.7863,4,99000,289.9,54176,25115,0.3855286264009003,0.9520003437499126,-0.0185023519210814,0.7810285803544234,2211812
AGR_a,config_11,5,disagreement,44,sqrtAM,train_w,False,True,False,sqrtAM,0.7775,0.7712,3,99000,292.4,45901,22841,0.3970982698064642,0.9528727114691474,-0.0192544424518258,0.7724105913214537,2053827
AGR_a,config_11,1,disagreement,42,sqrtAM,train_w,False,True,False,sqrtAM,0.6795,0.6756,0,99000,219.1,28779,14397,0.3515443384815157,0.9498923861047556,-0.0285079984763326,0.7312517360475923,1302696
AGR_a,config_11,1,disagreement,43,sqrtAM,train_w,False,True,False,sqrtAM,0.6827,0.6781,0,99000,220.4,33901,16838,0.3506408028587866,0.9487462053420588,-0.0306057334909287,0.7382635413426477,1479567
AGR_a,config_11,1,disagreement,44,sqrtAM,train_w,False,True,False,sqrtAM,0.6865,0.6806,0,99000,219.5,35076,16067,0.3583086035205997,0.946733348287486,-0.0206231725862648,0.7359474088655522,1371929
AGR_a,config_12,5,disagreement,42,mmr,train_w,True,True,False,mmr,0.7865,0.7818,5,99000,301.6,48807,22869,0.3892120973334789,0.9497887170530832,-0.0197082773687249,0.7665169617719748,1951827
AGR_a,config_12,5,disagreement,43,mmr,train_w,True,True,False,mmr,0.8089,0.8062,3,99000,272.7,56716,26408,0.3777233299780035,0.9499514011500672,-0.0101605635358444,0.7960060378918631,2342737
AGR_a,config_12,5,disagreement,44,mmr,train_w,True,True,False,mmr,0.7696,0.7633,3,99000,260.6,47822,23758,0.3945085758982726,0.9519278044659074,-0.0138083219657148,0.7719068130763374,1919161
AGR_a,config_12,1,disagreement,42,mmr,train_w,True,True,False,mmr,0.6816,0.6772,0,99000,235.1,34240,15190,0.3386317425146837,0.9485328678620492,-0.0199721966361863,0.7308409467110051,1292318
AGR_a,config_12,1,disagreement,43,mmr,train_w,True,True,False,mmr,0.6882,0.6837,0,99000,237.3,41370,18159,0.3628616696823658,0.9487825137494044,-0.0178917129090576,0.746542335947628,1495173
AGR_a,config_12,1,disagreement,44,mmr,train_w,True,True,False,mmr,0.68,0.6753,0,99000,236.8,36397,16646,0.3580122088049462,0.9481593907722404,-0.0145837903060167,0.7416858072370033,1465253
AGR_a,config_base,5,disagreement,42,none,none,False,False,False,none,0.7407,0.7407,5,99000,185.2,0,0,,,,,0
AGR_a,config_base,5,disagreement,43,none,none,False,False,False,none,0.7539,0.7535,0,99000,240.6,0,0,,,,,0
AGR_a,config_base,5,disagreement,44,none,none,False,False,False,none,0.7797,0.7778,9,99000,234.2,0,0,,,,,0
AGR_a,config_base,1,disagreement,42,none,none,False,False,False,none,0.6422,0.6388,0,99000,184.6,0,0,,,,,0
AGR_a,config_base,1,disagreement,43,none,none,False,False,False,none,0.6609,0.6598,0,99000,181.2,0,0,,,,,0
AGR_a,config_base,1,disagreement,44,none,none,False,False,False,none,0.6608,0.6604,1,99000,182.0,0,0,,,,,0
LED_a,config_0,5,disagreement,42,capymoa,capymoa,False,True,False,capymoa_sleade,0.6825,0.6785,-1,99000,253.3,0,0,,,,,0
LED_a,config_0,5,disagreement,43,capymoa,capymoa,False,True,False,capymoa_sleade,0.6735,0.67,-1,99000,245.3,0,0,,,,,0
LED_a,config_0,5,disagreement,44,capymoa,capymoa,False,True,False,capymoa_sleade,0.688,0.6842,-1,99000,258.2,0,0,,,,,0
LED_a,config_0,1,disagreement,42,capymoa,capymoa,False,True,False,capymoa_sleade,0.5932,0.5874,-1,99000,266.9,0,0,,,,,0
LED_a,config_0,1,disagreement,43,capymoa,capymoa,False,True,False,capymoa_sleade,0.5999,0.5935,-1,99000,274.7,0,0,,,,,0
LED_a,config_0,1,disagreement,44,capymoa,capymoa,False,True,False,capymoa_sleade,0.6098,0.6023,-1,99000,274.7,0,0,,,,,0
LED_a,config_1,5,disagreement,42,margin,none,False,False,False,margin,0.6576,0.6539,1,99000,236.5,0,0,,,,,0
LED_a,config_1,5,disagreement,43,margin,none,False,False,False,margin,0.6449,0.6355,0,99000,234.8,0,0,,,,,0
LED_a,config_1,1,disagreement,42,margin,none,False,False,False,margin,0.5339,0.5165,0,99000,184.1,0,0,,,,,0
LED_a,config_1,5,disagreement,44,margin,none,False,False,False,margin,0.6598,0.6563,1,99000,230.7,0,0,,,,,0
LED_a,config_1,1,disagreement,43,margin,none,False,False,False,margin,0.5427,0.5252,0,99000,183.8,0,0,,,,,0
LED_a,config_1,1,disagreement,44,margin,none,False,False,False,margin,0.5547,0.5408,0,99000,185.1,0,0,,,,,0
LED_a,config_2,5,disagreement,42,mlhat_A,none,False,False,False,mlhat_A,0.6644,0.6643,2,99000,232.5,0,0,,,,,0
LED_a,config_2,5,disagreement,43,mlhat_A,none,False,False,False,mlhat_A,0.6456,0.6431,2,99000,233.1,0,0,,,,,0
LED_a,config_2,1,disagreement,42,mlhat_A,none,False,False,False,mlhat_A,0.5343,0.5214,0,99000,185.1,0,0,,,,,0
LED_a,config_2,5,disagreement,44,mlhat_A,none,False,False,False,mlhat_A,0.6469,0.6448,1,99000,232.2,0,0,,,,,0
LED_a,config_2,1,disagreement,43,mlhat_A,none,False,False,False,mlhat_A,0.5359,0.52,0,99000,182.5,0,0,,,,,0
LED_a,config_2,1,disagreement,44,mlhat_A,none,False,False,False,mlhat_A,0.5482,0.5437,1,99000,185.3,0,0,,,,,0
LED_a,config_3,5,disagreement,42,sqrtAM,none,False,False,False,sqrtAM,0.6634,0.6615,1,99000,233.8,0,0,,,,,0
LED_a,config_3,5,disagreement,43,sqrtAM,none,False,False,False,sqrtAM,0.6527,0.6454,0,99000,241.2,0,0,,,,,0
LED_a,config_3,1,disagreement,42,sqrtAM,none,False,False,False,sqrtAM,0.5428,0.5281,0,99000,184.1,0,0,,,,,0
LED_a,config_3,5,disagreement,44,sqrtAM,none,False,False,False,sqrtAM,0.6514,0.6479,1,99000,236.0,0,0,,,,,0
LED_a,config_3,1,disagreement,43,sqrtAM,none,False,False,False,sqrtAM,0.5482,0.532,0,99000,181.1,0,0,,,,,0
LED_a,config_3,1,disagreement,44,sqrtAM,none,False,False,False,sqrtAM,0.5656,0.5546,0,99000,188.8,0,0,,,,,0
LED_a,config_4,5,disagreement,42,mmr,none,True,False,False,mmr,0.6697,0.6675,1,99000,244.3,0,0,,,,,0
LED_a,config_4,5,disagreement,43,mmr,none,True,False,False,mmr,0.6558,0.6487,0,99000,250.4,0,0,,,,,0
LED_a,config_4,1,disagreement,42,mmr,none,True,False,False,mmr,0.5536,0.5398,0,99000,198.4,0,0,,,,,0
LED_a,config_4,5,disagreement,44,mmr,none,True,False,False,mmr,0.6613,0.6583,1,99000,244.6,0,0,,,,,0
LED_a,config_4,1,disagreement,43,mmr,none,True,False,False,mmr,0.5552,0.5397,0,99000,193.6,0,0,,,,,0
LED_a,config_4,1,disagreement,44,mmr,none,True,False,False,mmr,0.5739,0.5635,0,99000,197.9,0,0,,,,,0
LED_a,config_5,5,disagreement,42,none,self_train_M,False,True,False,none,0.6333,0.6303,1,99000,269.2,1293546,94044,0.0,0.0,,,256425
LED_a,config_5,5,disagreement,43,none,self_train_M,False,True,False,none,0.6278,0.6246,1,99000,268.6,1223956,93984,0.0,0.0,,,216500
LED_a,config_5,1,disagreement,42,none,self_train_M,False,True,False,none,0.5074,0.4941,0,99000,207.7,969632,97929,0.0,0.0,,,36013
LED_a,config_5,5,disagreement,44,none,self_train_M,False,True,False,none,0.6387,0.6362,1,99000,265.4,1300694,94046,0.0,0.0,,,187213
LED_a,config_5,1,disagreement,43,none,self_train_M,False,True,False,none,0.5185,0.5033,0,99000,203.1,835732,97321,0.0,0.0,,,3945
LED_a,config_5,1,disagreement,44,none,self_train_M,False,True,False,none,0.5115,0.5021,1,99000,215.0,1162762,98005,0.0,0.0,,,184083
LED_a,config_6,5,disagreement,42,none,disagree_c,False,True,False,none,0.6559,0.6537,2,99000,260.1,8695,5918,0.4879792727003701,0.9533342586902442,-0.0180121734615084,0.5991923591626264,548645
LED_a,config_6,5,disagreement,43,none,disagree_c,False,True,False,none,0.6202,0.615,1,99000,249.9,2979,1856,0.5242668038629302,0.9479922677130744,-0.024248181728166,0.5405330742387904,155064
LED_a,config_6,5,disagreement,44,none,disagree_c,False,True,False,none,0.6406,0.6365,1,99000,248.5,5293,2837,0.4561457265656226,0.9447415910409522,-0.0246042536403616,0.5628411764349296,224569
LED_a,config_6,1,disagreement,42,none,disagree_c,False,True,False,none,0.5189,0.5035,0,99000,197.0,1762,1140,0.4809160327937266,0.9458687228462856,-0.0681102574707026,0.4731887902611668,86653
LED_a,config_6,1,disagreement,43,none,disagree_c,False,True,False,none,0.5152,0.496,0,99000,195.1,546,266,0.5764775711975726,0.9387394214980376,-0.0321823728012802,0.4579210894499005,16146
LED_a,config_6,1,disagreement,44,none,disagree_c,False,True,False,none,0.5402,0.5258,0,99000,196.4,1365,711,0.4979374024777164,0.941669824428435,-0.0614916940770337,0.4609581945074449,46902
LED_a,config_7,5,disagreement,43,none,train_C,False,True,False,none,0.6149,0.6111,1,99000,267.0,1230790,93915,0.0,0.0,,,212168
LED_a,config_7,5,disagreement,42,none,train_C,False,True,False,none,0.633,0.6307,1,99000,271.1,1304168,94029,0.0,0.0,,,294753
LED_a,config_7,1,disagreement,42,none,train_C,False,True,False,none,0.5093,0.4906,0,99000,207.3,963227,97910,0.0,0.0,,,62482
LED_a,config_7,5,disagreement,44,none,train_C,False,True,False,none,0.6313,0.6296,1,99000,272.3,1322793,94044,0.0,0.0,,,184904
LED_a,config_7,1,disagreement,43,none,train_C,False,True,False,none,0.5125,0.4943,0,99000,200.6,793012,97288,0.0,0.0,,,8087
LED_a,config_7,1,disagreement,44,none,train_C,False,True,False,none,0.5257,0.5207,1,99000,215.3,1186590,97972,0.0,0.0,,,183071
LED_a,config_8,5,disagreement,42,none,train_w,False,True,False,none,0.6549,0.6529,1,99000,256.9,105859,27777,0.4905558666179855,0.9588751224865084,0.089129048872906,0.7168766009782854,281256
LED_a,config_8,5,disagreement,43,none,train_w,False,True,False,none,0.6257,0.6202,2,99000,257.9,103696,24949,0.5246347485613695,0.9631978981393876,0.0966840600869909,0.6930549888659113,178854
LED_a,config_8,5,disagreement,44,none,train_w,False,True,False,none,0.6446,0.6417,1,99000,253.7,110194,29389,0.4806036488075924,0.960348769295136,0.0905432277622698,0.7167517832025543,222091
LED_a,config_8,1,disagreement,42,none,train_w,False,True,False,none,0.5278,0.5134,0,99000,197.7,44267,12430,0.5013618953882031,0.9558823823430216,0.0111741908737179,0.5963981789690689,29780
LED_a,config_8,1,disagreement,43,none,train_w,False,True,False,none,0.5382,0.5232,0,99000,194.2,44550,11315,0.5343234434943511,0.962943198312162,0.0196692915218121,0.5777217510397518,16314
LED_a,config_8,1,disagreement,44,none,train_w,False,True,False,none,0.564,0.5524,0,99000,194.5,50921,13050,0.5077136262256915,0.958981022121568,0.0195844395743237,0.5973837461179746,25116
LED_a,config_9,5,disagreement,43,sqrtAM,train_C,False,True,False,sqrtAM,0.6612,0.6545,0,99000,275.4,950175,93851,0.0,0.0,,,709269
LED_a,config_9,5,disagreement,42,sqrtAM,train_C,False,True,False,sqrtAM,0.6215,0.6173,1,99000,301.4,1328455,94034,0.0,0.0,,,1444738
LED_a,config_9,1,disagreement,42,sqrtAM,train_C,False,True,False,sqrtAM,0.5466,0.5352,0,99000,224.5,971202,97919,0.0,0.0,,,682957
LED_a,config_9,5,disagreement,44,sqrtAM,train_C,False,True,False,sqrtAM,0.6627,0.6552,0,99000,280.3,1042934,94029,0.0,0.0,,,739220
LED_a,config_9,1,disagreement,43,sqrtAM,train_C,False,True,False,sqrtAM,0.5472,0.5311,0,99000,220.4,845081,97403,0.0,0.0,,,547388
LED_a,config_9,1,disagreement,44,sqrtAM,train_C,False,True,False,sqrtAM,0.5728,0.5651,0,99000,222.9,959225,97975,0.0,0.0,,,570883
LED_a,config_10,5,disagreement,42,mmr,train_C,True,True,False,mmr,0.6433,0.6401,1,99000,323.2,1382510,94045,0.0,0.0,,,1765034
LED_a,config_10,5,disagreement,43,mmr,train_C,True,True,False,mmr,0.6618,0.6558,0,99000,293.0,947873,93952,0.0,0.0,,,839931
LED_a,config_10,1,disagreement,42,mmr,train_C,True,True,False,mmr,0.5606,0.5492,0,99000,239.5,955877,97926,0.0,0.0,,,808765
LED_a,config_10,5,disagreement,44,mmr,train_C,True,True,False,mmr,0.642,0.6374,1,99000,323.9,1340053,94046,0.0,0.0,,,1727429
LED_a,config_10,1,disagreement,43,mmr,train_C,True,True,False,mmr,0.5548,0.5426,0,99000,233.3,859334,97641,0.0,0.0,,,733605
LED_a,config_10,1,disagreement,44,mmr,train_C,True,True,False,mmr,0.5759,0.5664,0,99000,237.0,939089,97944,0.0,0.0,,,819183
LED_a,config_11,5,disagreement,42,sqrtAM,train_w,False,True,False,sqrtAM,0.6684,0.6651,1,99000,273.2,104341,27660,0.4806785906235262,0.9603878946466782,0.0854704035189639,0.713383355768928,1323244
LED_a,config_11,5,disagreement,43,sqrtAM,train_w,False,True,False,sqrtAM,0.6631,0.6572,0,99000,273.9,110335,23602,0.575377906989716,0.9740869796959694,0.1304601835074434,0.6651033720717747,573517
LED_a,config_11,1,disagreement,42,sqrtAM,train_w,False,True,False,sqrtAM,0.5742,0.562,0,99000,206.0,51628,13264,0.5131053191783937,0.9584426133191046,0.0241091310908065,0.6012258327887877,513294
LED_a,config_11,5,disagreement,44,sqrtAM,train_w,False,True,False,sqrtAM,0.6511,0.6466,1,99000,272.1,102951,26513,0.4927084617818991,0.9618097673088178,0.0908995155342966,0.7036443644054265,1233417
LED_a,config_11,1,disagreement,43,sqrtAM,train_w,False,True,False,sqrtAM,0.5668,0.5516,0,99000,202.5,49771,12568,0.5308200537756624,0.9653028497922536,0.0262140583493006,0.5827200493351992,395760
LED_a,config_11,1,disagreement,44,sqrtAM,train_w,False,True,False,sqrtAM,0.5941,0.584,0,99000,205.5,43072,11921,0.5080362846869494,0.9556948915962036,0.0052902004351476,0.5872277121216537,430019
LED_a,config_12,5,disagreement,42,mmr,train_w,True,True,False,mmr,0.6684,0.6644,1,99000,303.6,97731,26622,0.4884686902393927,0.9593425904634952,0.0819662135681963,0.7099535377179029,1651200
LED_a,config_12,5,disagreement,43,mmr,train_w,True,True,False,mmr,0.6557,0.6487,0,99000,302.0,109167,23248,0.5696191535279297,0.9747194790031524,0.1270186033445773,0.6625295648527718,818998
LED_a,config_12,1,disagreement,42,mmr,train_w,True,True,False,mmr,0.5786,0.5681,0,99000,232.4,51072,13437,0.5190700092773396,0.9620548282567392,0.0251091247233743,0.599036937145728,670818
