dataset,config,label_pct,diversity_measure,seed,inference_mode,training_mode,use_mmr,use_pseudo_label,unsup_drift,inference_relevance,global_acc,f1_score,drift_count,total_instances,elapsed_s,lbd_updates,lbd_instances,lbd_gap_mean,lbd_conf_mean,lbd_gap_pre_mean,lbd_conf_pre_mean,lbd_pool_updates
LED_a,config_12,5,disagreement,44,mmr,train_w,True,True,False,mmr,0.6597,0.656,1,99000,306.3,93949,26468,0.4836165551367751,0.960814311232106,0.0841250271021445,0.70327030331423,1441281
LED_a,config_12,1,disagreement,43,mmr,train_w,True,True,False,mmr,0.5767,0.5631,0,99000,226.9,53473,13894,0.5329887879467742,0.9682419300029274,0.0403728863392491,0.5932855498777789,527480
LED_a,config_12,1,disagreement,44,mmr,train_w,True,True,False,mmr,0.589,0.578,0,99000,227.2,50320,12677,0.5147829855722583,0.9579967907178546,0.0257938798853611,0.5921578159743414,518746
LED_a,config_base,5,disagreement,42,none,none,False,False,False,none,0.6488,0.6476,2,99000,232.8,0,0,,,,,0
LED_a,config_base,5,disagreement,43,none,none,False,False,False,none,0.611,0.6049,1,99000,233.7,0,0,,,,,0
LED_a,config_base,5,disagreement,44,none,none,False,False,False,none,0.6398,0.6379,1,99000,230.1,0,0,,,,,0
LED_a,config_base,1,disagreement,42,none,none,False,False,False,none,0.5007,0.4816,0,99000,180.6,0,0,,,,,0
LED_a,config_base,1,disagreement,43,none,none,False,False,False,none,0.5136,0.495,0,99000,179.9,0,0,,,,,0
LED_a,config_base,1,disagreement,44,none,none,False,False,False,none,0.5414,0.5357,1,99000,184.7,0,0,,,,,0
LED_g,config_0,5,disagreement,42,capymoa,capymoa,False,True,False,capymoa_sleade,0.6616,0.6586,-1,99000,244.2,0,0,,,,,0
LED_g,config_0,5,disagreement,43,capymoa,capymoa,False,True,False,capymoa_sleade,0.6469,0.6426,-1,99000,263.8,0,0,,,,,0
LED_g,config_0,5,disagreement,44,capymoa,capymoa,False,True,False,capymoa_sleade,0.6689,0.666,-1,99000,257.3,0,0,,,,,0
LED_g,config_0,1,disagreement,42,capymoa,capymoa,False,True,False,capymoa_sleade,0.5398,0.5299,-1,99000,260.7,0,0,,,,,0
LED_g,config_0,1,disagreement,43,capymoa,capymoa,False,True,False,capymoa_sleade,0.5301,0.5233,-1,99000,263.0,0,0,,,,,0
LED_g,config_0,1,disagreement,44,capymoa,capymoa,False,True,False,capymoa_sleade,0.543,0.5369,-1,99000,269.8,0,0,,,,,0
LED_g,config_1,5,disagreement,42,margin,none,False,False,False,margin,0.6221,0.6161,2,99000,241.9,0,0,,,,,0
LED_g,config_1,5,disagreement,43,margin,none,False,False,False,margin,0.6128,0.602,3,99000,232.9,0,0,,,,,0
LED_g,config_1,1,disagreement,42,margin,none,False,False,False,margin,0.4746,0.4592,0,99000,183.0,0,0,,,,,0
LED_g,config_1,5,disagreement,44,margin,none,False,False,False,margin,0.6109,0.6046,1,99000,232.8,0,0,,,,,0
LED_g,config_1,1,disagreement,43,margin,none,False,False,False,margin,0.4705,0.4504,0,99000,182.1,0,0,,,,,0
LED_g,config_1,1,disagreement,44,margin,none,False,False,False,margin,0.4711,0.4553,0,99000,182.8,0,0,,,,,0
LED_g,config_2,5,disagreement,42,mlhat_A,none,False,False,False,mlhat_A,0.6293,0.6274,3,99000,233.1,0,0,,,,,0
LED_g,config_2,5,disagreement,43,mlhat_A,none,False,False,False,mlhat_A,0.6053,0.6021,2,99000,232.0,0,0,,,,,0
LED_g,config_2,1,disagreement,42,mlhat_A,none,False,False,False,mlhat_A,0.4624,0.4517,0,99000,183.0,0,0,,,,,0
LED_g,config_2,5,disagreement,44,mlhat_A,none,False,False,False,mlhat_A,0.607,0.6033,1,99000,233.1,0,0,,,,,0
LED_g,config_2,1,disagreement,43,mlhat_A,none,False,False,False,mlhat_A,0.473,0.4664,1,99000,181.0,0,0,,,,,0
LED_g,config_2,1,disagreement,44,mlhat_A,none,False,False,False,mlhat_A,0.4779,0.4749,1,99000,182.2,0,0,,,,,0
LED_g,config_3,5,disagreement,42,sqrtAM,none,False,False,False,sqrtAM,0.629,0.6249,3,99000,232.6,0,0,,,,,0
LED_g,config_3,5,disagreement,43,sqrtAM,none,False,False,False,sqrtAM,0.6234,0.6142,4,99000,237.2,0,0,,,,,0
LED_g,config_3,1,disagreement,42,sqrtAM,none,False,False,False,sqrtAM,0.4832,0.4705,0,99000,182.3,0,0,,,,,0
LED_g,config_3,5,disagreement,44,sqrtAM,none,False,False,False,sqrtAM,0.6094,0.6043,2,99000,231.3,0,0,,,,,0
LED_g,config_3,1,disagreement,43,sqrtAM,none,False,False,False,sqrtAM,0.4828,0.4636,0,99000,183.7,0,0,,,,,0
LED_g,config_3,1,disagreement,44,sqrtAM,none,False,False,False,sqrtAM,0.4864,0.4728,0,99000,180.7,0,0,,,,,0
LED_g,config_4,5,disagreement,42,mmr,none,True,False,False,mmr,0.6432,0.6398,1,99000,251.3,0,0,,,,,0
LED_g,config_4,5,disagreement,43,mmr,none,True,False,False,mmr,0.6256,0.6171,3,99000,253.4,0,0,,,,,0
LED_g,config_4,1,disagreement,42,mmr,none,True,False,False,mmr,0.4933,0.4819,0,99000,201.8,0,0,,,,,0
LED_g,config_4,5,disagreement,44,mmr,none,True,False,False,mmr,0.6236,0.6199,1,99000,255.3,0,0,,,,,0
LED_g,config_4,1,disagreement,43,mmr,none,True,False,False,mmr,0.4911,0.4745,0,99000,220.0,0,0,,,,,0
LED_g,config_4,1,disagreement,44,mmr,none,True,False,False,mmr,0.4961,0.4839,0,99000,219.4,0,0,,,,,0
LED_g,config_5,5,disagreement,42,none,self_train_M,False,True,False,none,0.578,0.5754,5,99000,290.5,1196371,94041,0.0,0.0,,,227530
LED_g,config_5,5,disagreement,43,none,self_train_M,False,True,False,none,0.5611,0.5564,3,99000,294.7,1183677,93973,0.0,0.0,,,229129
LED_g,config_5,1,disagreement,42,none,self_train_M,False,True,False,none,0.3733,0.3666,1,99000,240.9,1164623,98002,0.0,0.0,,,114544
LED_g,config_5,5,disagreement,44,none,self_train_M,False,True,False,none,0.5904,0.586,1,99000,301.1,1194757,94046,0.0,0.0,,,140663
LED_g,config_5,1,disagreement,43,none,self_train_M,False,True,False,none,0.402,0.3815,0,99000,221.3,831975,97677,0.0,0.0,,,1678
LED_g,config_5,1,disagreement,44,none,self_train_M,False,True,False,none,0.3827,0.3765,1,99000,236.0,1107513,98007,0.0,0.0,,,134817
Electricity,config_13,5,disagreement,42,none,self_train_A,False,True,False,none,0.7744,0.5062,0,44312,221.2,962329,41993,0.0,0.0,,,929505
Electricity,config_13,5,disagreement,43,none,self_train_A,False,True,False,none,0.7773,0.5083,0,44312,227.4,965837,42011,0.0,0.0,,,960813
Electricity,config_13,1,disagreement,42,none,self_train_A,False,True,False,none,0.75,0.4817,0,44312,178.5,957811,43375,0.0,0.0,,,723857
Electricity,config_13,5,disagreement,44,none,self_train_A,False,True,False,none,0.7813,0.5124,0,44312,235.3,973224,42051,0.0,0.0,,,871904
Electricity,config_13,1,disagreement,43,none,self_train_A,False,True,False,none,0.7397,0.4701,0,44312,183.3,982360,43755,0.0,0.0,,,824077
Electricity,config_13,1,disagreement,44,none,self_train_A,False,True,False,none,0.752,0.4855,0,44312,199.9,981368,43815,0.0,0.0,,,614572
AGR_g,config_13,5,disagreement,42,none,self_train_A,False,True,False,none,0.7692,0.7558,7,99000,431.4,1991743,94014,0.0,0.0,,,1520441
AGR_g,config_13,5,disagreement,43,none,self_train_A,False,True,False,none,0.7828,0.7747,7,99000,435.4,2067151,94018,0.0,0.0,,,1826409
AGR_g,config_13,5,disagreement,44,none,self_train_A,False,True,False,none,0.8081,0.799,7,99000,441.0,2189900,94047,0.0,0.0,,,2172856
AGR_g,config_13,1,disagreement,42,none,self_train_A,False,True,False,none,0.6827,0.6325,2,99000,381.0,1917099,97910,0.0,0.0,,,1253392
AGR_g,config_13,1,disagreement,43,none,self_train_A,False,True,False,none,0.702,0.6711,3,99000,366.4,1967866,97809,0.0,0.0,,,1336741
AGR_g,config_13,1,disagreement,44,none,self_train_A,False,True,False,none,0.7118,0.6918,3,99000,379.7,2049150,97054,0.0,0.0,,,1724468
AGR_a,config_13,5,disagreement,42,none,self_train_A,False,True,False,none,0.7187,0.7182,2,99000,259.7,1899581,94037,0.0,0.0,,,836426
AGR_a,config_13,5,disagreement,43,none,self_train_A,False,True,False,none,0.7676,0.766,0,99000,280.2,1914165,94048,0.0,0.0,,,832529
AGR_a,config_13,5,disagreement,44,none,self_train_A,False,True,False,none,0.7893,0.7855,3,99000,218.5,2112579,93960,0.0,0.0,,,1510821
AGR_a,config_13,1,disagreement,42,none,self_train_A,False,True,False,none,0.627,0.6203,0,99000,186.1,1750543,98010,0.0,0.0,,,594841
AGR_a,config_13,1,disagreement,43,none,self_train_A,False,True,False,none,0.6632,0.6631,0,99000,189.4,1822552,98004,0.0,0.0,,,748994
AGR_a,config_13,1,disagreement,44,none,self_train_A,False,True,False,none,0.6671,0.667,1,99000,182.2,1939777,97941,0.0,0.0,,,1290505
LED_a,config_13,5,disagreement,43,none,self_train_A,False,True,False,none,0.6127,0.6079,1,99000,227.1,1139698,93210,0.0,0.0,,,161831
LED_a,config_13,5,disagreement,42,none,self_train_A,False,True,False,none,0.6299,0.6253,1,99000,234.7,1261598,93241,0.0,0.0,,,394446
LED_a,config_13,1,disagreement,42,none,self_train_A,False,True,False,none,0.5036,0.4878,0,99000,179.6,832116,95922,0.0,0.0,,,30542
LED_a,config_13,5,disagreement,44,none,self_train_A,False,True,False,none,0.6477,0.6441,1,99000,236.3,1283754,93450,0.0,0.0,,,226576
LED_a,config_13,1,disagreement,43,none,self_train_A,False,True,False,none,0.5086,0.491,0,99000,180.4,871219,95178,0.0,0.0,,,21423
LED_a,config_13,1,disagreement,44,none,self_train_A,False,True,False,none,0.5187,0.5142,1,99000,185.0,968153,95304,0.0,0.0,,,116240
LED_g,config_6,5,disagreement,42,none,disagree_c,False,True,False,none,0.6138,0.61,1,99000,226.8,4130,2709,0.4950876930629475,0.9493028304250004,-0.0495635260547627,0.5218545894519843,243993
LED_g,config_6,5,disagreement,43,none,disagree_c,False,True,False,none,0.5818,0.5759,1,99000,228.3,2516,1643,0.5084740897613609,0.9510717614165876,-0.0487270462794413,0.4957202270747367,140298
LED_g,config_6,5,disagreement,44,none,disagree_c,False,True,False,none,0.6029,0.598,1,99000,230.5,4337,2319,0.4477825373261615,0.945942292860972,-0.0516303992836091,0.5084821475494744,185549
LED_g,config_6,1,disagreement,42,none,disagree_c,False,True,False,none,0.477,0.4703,1,99000,181.0,1940,1273,0.5266621652385943,0.9477070742978928,-0.0695030467014036,0.4666596887258459,109924
LED_g,config_6,1,disagreement,43,none,disagree_c,False,True,False,none,0.4414,0.423,0,99000,176.7,184,87,0.6124819133932177,0.937406296851577,-0.0621105113455361,0.4249781103746461,5228
LED_g,config_6,1,disagreement,44,none,disagree_c,False,True,False,none,0.4442,0.4298,0,99000,178.6,936,512,0.5571629892310223,0.9423445328617658,-0.0691057623782776,0.4306892095229881,32752
LED_g,config_7,5,disagreement,42,none,train_C,False,True,False,none,0.5944,0.593,4,99000,253.8,1300008,94049,0.0,0.0,,,396821
LED_g,config_7,5,disagreement,43,none,train_C,False,True,False,none,0.5599,0.556,3,99000,244.2,1069676,93891,0.0,0.0,,,140058
LED_g,config_7,1,disagreement,42,none,train_C,False,True,False,none,0.3779,0.3703,1,99000,198.1,1128664,98009,0.0,0.0,,,136956
LED_g,config_7,5,disagreement,44,none,train_C,False,True,False,none,0.5844,0.5795,1,99000,248.6,1173409,94026,0.0,0.0,,,169553
LED_g,config_7,1,disagreement,43,none,train_C,False,True,False,none,0.3972,0.3757,0,99000,186.9,787838,97395,0.0,0.0,,,8457
LED_g,config_7,1,disagreement,44,none,train_C,False,True,False,none,0.3804,0.3744,1,99000,197.7,1055852,97993,0.0,0.0,,,122188
LED_g,config_8,5,disagreement,42,none,train_w,False,True,False,none,0.6171,0.6125,1,99000,233.1,89573,23258,0.5036337687257546,0.9608512178733716,0.0670566053550827,0.6740241373182798,208101
LED_g,config_8,5,disagreement,43,none,train_w,False,True,False,none,0.5972,0.5929,1,99000,235.8,86141,20568,0.5194626198319624,0.96301640857662,0.0769547966477407,0.6536977708205844,121310
LED_g,config_8,5,disagreement,44,none,train_w,False,True,False,none,0.6067,0.6017,1,99000,236.6,85189,23361,0.4813738503973902,0.9602284160587418,0.0665283838588148,0.669829470035103,162319
LED_g,config_8,1,disagreement,42,none,train_w,False,True,False,none,0.4567,0.4352,0,99000,183.5,30211,8704,0.5180962047904318,0.9579997261503708,-0.0066329296455288,0.5580232774167144,38303
LED_g,config_8,1,disagreement,43,none,train_w,False,True,False,none,0.4661,0.4461,0,99000,184.5,41298,10561,0.538184128750267,0.9697795030386216,0.0222724193565818,0.559262702185045,25465
LED_g,config_8,1,disagreement,44,none,train_w,False,True,False,none,0.4896,0.4843,1,99000,187.3,36397,10827,0.5074827716994085,0.9564388680937612,0.0105495727008674,0.5840865340598921,98901
LED_g,config_9,5,disagreement,43,sqrtAM,train_C,False,True,False,sqrtAM,0.6289,0.6209,2,99000,257.3,979031,93811,0.0,0.0,,,503365
LED_g,config_9,5,disagreement,42,sqrtAM,train_C,False,True,False,sqrtAM,0.5723,0.5675,1,99000,281.2,1231837,94018,0.0,0.0,,,1007738
LED_g,config_9,1,disagreement,42,sqrtAM,train_C,False,True,False,sqrtAM,0.4431,0.4287,0,99000,207.0,939806,97961,0.0,0.0,,,353696
LED_g,config_9,5,disagreement,44,sqrtAM,train_C,False,True,False,sqrtAM,0.6322,0.6262,1,99000,258.8,998387,94024,0.0,0.0,,,496904
LED_g,config_9,1,disagreement,43,sqrtAM,train_C,False,True,False,sqrtAM,0.4431,0.4248,0,99000,204.2,817774,97308,0.0,0.0,,,384873
LED_g,config_9,1,disagreement,44,sqrtAM,train_C,False,True,False,sqrtAM,0.4559,0.4437,0,99000,206.8,903038,97993,0.0,0.0,,,398947
LED_g,config_10,5,disagreement,42,mmr,train_C,True,True,False,mmr,0.5896,0.5847,1,99000,309.4,1267243,94042,0.0,0.0,,,1291911
LED_g,config_10,5,disagreement,43,mmr,train_C,True,True,False,mmr,0.6287,0.6211,1,99000,282.0,963550,93926,0.0,0.0,,,751312
LED_g,config_10,1,disagreement,42,mmr,train_C,True,True,False,mmr,0.4547,0.4406,0,99000,229.9,932766,97990,0.0,0.0,,,556585
LED_g,config_10,5,disagreement,44,mmr,train_C,True,True,False,mmr,0.5918,0.5859,4,99000,307.8,1206144,94017,0.0,0.0,,,1326755
LED_g,config_10,1,disagreement,43,mmr,train_C,True,True,False,mmr,0.4434,0.427,0,99000,228.6,813833,97538,0.0,0.0,,,567006
LED_g,config_10,1,disagreement,44,mmr,train_C,True,True,False,mmr,0.4648,0.4544,0,99000,229.2,888809,97951,0.0,0.0,,,636769
LED_g,config_11,5,disagreement,42,sqrtAM,train_w,False,True,False,sqrtAM,0.6427,0.6382,1,99000,268.4,91741,22983,0.5209692023418411,0.9618372584178748,0.0819125477297342,0.6759153727798178,1116101
LED_g,config_11,5,disagreement,43,sqrtAM,train_w,False,True,False,sqrtAM,0.629,0.6206,3,99000,251.5,87294,19661,0.5580283954305497,0.9682648194265784,0.0921254230153492,0.6435560211418525,626283
LED_g,config_11,1,disagreement,42,sqrtAM,train_w,False,True,False,sqrtAM,0.519,0.5044,0,99000,195.8,35421,10057,0.5195471769514904,0.9582539327441147,0.0252720961749371,0.5682173774328148,285404
LED_g,config_11,5,disagreement,44,sqrtAM,train_w,False,True,False,sqrtAM,0.6222,0.616,1,99000,260.4,83986,21035,0.5103708417253934,0.9631360020930564,0.0742330696658996,0.6567299520093927,874627
LED_g,config_11,1,disagreement,43,sqrtAM,train_w,False,True,False,sqrtAM,0.5159,0.5003,0,99000,192.2,37556,9421,0.5376223992869434,0.9644018316116104,0.0089781510663395,0.5522502052213273,227441
LED_g,config_11,1,disagreement,44,sqrtAM,train_w,False,True,False,sqrtAM,0.5207,0.5071,0,99000,195.1,28121,7655,0.5338754735556884,0.957352848511045,-0.0172878786878996,0.5444005864571325,258226
LED_g,config_12,5,disagreement,42,mmr,train_w,True,True,False,mmr,0.6401,0.6349,1,99000,295.0,88533,21480,0.5270244131507541,0.9622814734684356,0.0753506153148072,0.6660093189670643,1119840
LED_g,config_12,5,disagreement,43,mmr,train_w,True,True,False,mmr,0.6318,0.6225,2,99000,283.4,86504,19764,0.5571806506422551,0.97103613116528,0.092658718975728,0.6417523524805457,799578
LED_g,config_12,1,disagreement,42,mmr,train_w,True,True,False,mmr,0.523,0.5096,0,99000,219.2,31794,8883,0.5291982496313872,0.9614017421535824,0.01281566799474,0.5590706086725671,524462
LED_g,config_12,5,disagreement,44,mmr,train_w,True,True,False,mmr,0.6248,0.6191,2,99000,282.8,96266,22825,0.5272630919613994,0.9677562357530082,0.0906732266099853,0.6645909192024775,1070648
LED_g,config_12,1,disagreement,43,mmr,train_w,True,True,False,mmr,0.5238,0.507,0,99000,219.4,34844,9159,0.5172880782865092,0.961480508123664,0.0028427008463467,0.5525258191170993,388886
LED_g,config_12,1,disagreement,44,mmr,train_w,True,True,False,mmr,0.541,0.5288,0,99000,220.8,36123,9453,0.5283056718906611,0.9580483086856908,0.0013588541699349,0.5585942368424326,467161
LED_g,config_13,5,disagreement,42,none,self_train_A,False,True,False,none,0.5977,0.5945,4,99000,256.7,1089308,92729,0.0,0.0,,,262865
LED_g,config_13,5,disagreement,43,none,self_train_A,False,True,False,none,0.5596,0.5532,3,99000,255.2,1016713,92657,0.0,0.0,,,208321
LED_g,config_13,1,disagreement,42,none,self_train_A,False,True,False,none,0.4185,0.3993,0,99000,196.8,681169,93535,0.0,0.0,,,55627
LED_g,config_13,5,disagreement,44,none,self_train_A,False,True,False,none,0.6017,0.5989,2,99000,252.2,1080697,92958,0.0,0.0,,,131173
LED_g,config_13,1,disagreement,43,none,self_train_A,False,True,False,none,0.4128,0.3922,0,99000,193.1,654584,91213,0.0,0.0,,,12676
LED_g,config_13,1,disagreement,44,none,self_train_A,False,True,False,none,0.4068,0.3981,1,99000,196.6,659892,91008,0.0,0.0,,,105963
LED_g,config_base,5,disagreement,42,none,none,False,False,False,none,0.6052,0.6012,1,99000,223.8,0,0,,,,,0
LED_g,config_base,5,disagreement,43,none,none,False,False,False,none,0.5743,0.5679,1,99000,226.7,0,0,,,,,0
LED_g,config_base,1,disagreement,42,none,none,False,False,False,none,0.4221,0.4047,0,99000,176.1,0,0,,,,,0
LED_g,config_base,5,disagreement,44,none,none,False,False,False,none,0.6081,0.606,3,99000,224.6,0,0,,,,,0
LED_g,config_base,1,disagreement,43,none,none,False,False,False,none,0.4382,0.4165,0,99000,176.9,0,0,,,,,0
LED_g,config_base,1,disagreement,44,none,none,False,False,False,none,0.4583,0.452,1,99000,183.0,0,0,,,,,0
RBF_m,config_0,5,disagreement,42,capymoa,capymoa,False,True,False,capymoa_sleade,0.82,0.8035,-1,99000,117.6,0,0,,,,,0
RBF_m,config_0,5,disagreement,43,capymoa,capymoa,False,True,False,capymoa_sleade,0.8237,0.8087,-1,99000,124.3,0,0,,,,,0
RBF_m,config_0,5,disagreement,44,capymoa,capymoa,False,True,False,capymoa_sleade,0.8314,0.8162,-1,99000,128.8,0,0,,,,,0
RBF_m,config_0,1,disagreement,42,capymoa,capymoa,False,True,False,capymoa_sleade,0.73,0.6959,-1,99000,130.3,0,0,,,,,0
RBF_m,config_0,1,disagreement,43,capymoa,capymoa,False,True,False,capymoa_sleade,0.7362,0.711,-1,99000,132.9,0,0,,,,,0
RBF_m,config_0,1,disagreement,44,capymoa,capymoa,False,True,False,capymoa_sleade,0.7422,0.72,-1,99000,115.0,0,0,,,,,0
RBF_m,config_1,5,disagreement,42,margin,none,False,False,False,margin,0.826,0.8095,4,99000,170.8,0,0,,,,,0
RBF_m,config_1,5,disagreement,43,margin,none,False,False,False,margin,0.827,0.8108,5,99000,164.1,0,0,,,,,0
RBF_m,config_1,1,disagreement,42,margin,none,False,False,False,margin,0.7714,0.7519,3,99000,130.1,0,0,,,,,0
RBF_m,config_1,5,disagreement,44,margin,none,False,False,False,margin,0.8258,0.8098,5,99000,162.7,0,0,,,,,0
RBF_m,config_1,1,disagreement,44,margin,none,False,False,False,margin,0.7731,0.7537,5,99000,130.2,0,0,,,,,0
RBF_m,config_1,1,disagreement,43,margin,none,False,False,False,margin,0.7738,0.7572,3,99000,132.3,0,0,,,,,0
RBF_m,config_2,5,disagreement,43,mlhat_A,none,False,False,False,mlhat_A,0.8258,0.8086,5,99000,162.4,0,0,,,,,0
RBF_m,config_2,5,disagreement,42,mlhat_A,none,False,False,False,mlhat_A,0.8218,0.8058,6,99000,163.7,0,0,,,,,0
RBF_m,config_2,1,disagreement,42,mlhat_A,none,False,False,False,mlhat_A,0.7633,0.7422,4,99000,131.0,0,0,,,,,0
RBF_m,config_2,5,disagreement,44,mlhat_A,none,False,False,False,mlhat_A,0.8176,0.8012,5,99000,162.2,0,0,,,,,0
RBF_m,config_2,1,disagreement,43,mlhat_A,none,False,False,False,mlhat_A,0.7755,0.7572,4,99000,131.4,0,0,,,,,0
RBF_m,config_2,1,disagreement,44,mlhat_A,none,False,False,False,mlhat_A,0.7551,0.734,4,99000,129.6,0,0,,,,,0
RBF_m,config_3,5,disagreement,42,sqrtAM,none,False,False,False,sqrtAM,0.8235,0.8073,3,99000,163.6,0,0,,,,,0
RBF_m,config_3,5,disagreement,43,sqrtAM,none,False,False,False,sqrtAM,0.8252,0.8086,5,99000,164.8,0,0,,,,,0
RBF_m,config_3,1,disagreement,42,sqrtAM,none,False,False,False,sqrtAM,0.7712,0.7523,2,99000,130.8,0,0,,,,,0
RBF_m,config_3,5,disagreement,44,sqrtAM,none,False,False,False,sqrtAM,0.8255,0.8092,5,99000,173.1,0,0,,,,,0
RBF_m,config_3,1,disagreement,43,sqrtAM,none,False,False,False,sqrtAM,0.7765,0.7574,3,99000,129.6,0,0,,,,,0
RBF_m,config_3,1,disagreement,44,sqrtAM,none,False,False,False,sqrtAM,0.7727,0.7528,4,99000,132.7,0,0,,,,,0
RBF_m,config_4,5,disagreement,42,mmr,none,True,False,False,mmr,0.826,0.8083,4,99000,176.4,0,0,,,,,0
RBF_m,config_4,5,disagreement,43,mmr,none,True,False,False,mmr,0.8265,0.8102,4,99000,177.2,0,0,,,,,0
RBF_m,config_4,1,disagreement,42,mmr,none,True,False,False,mmr,0.7766,0.7559,4,99000,143.3,0,0,,,,,0
RBF_m,config_4,5,disagreement,44,mmr,none,True,False,False,mmr,0.822,0.8058,4,99000,176.2,0,0,,,,,0
RBF_m,config_4,1,disagreement,43,mmr,none,True,False,False,mmr,0.7727,0.7532,3,99000,142.8,0,0,,,,,0
RBF_m,config_4,1,disagreement,44,mmr,none,True,False,False,mmr,0.7686,0.7489,3,99000,143.7,0,0,,,,,0
RBF_m,config_5,5,disagreement,42,none,self_train_M,False,True,False,none,0.8254,0.808,6,99000,251.8,2170834,94050,0.0,0.0,,,2051708
RBF_m,config_5,5,disagreement,43,none,self_train_M,False,True,False,none,0.8236,0.8082,5,99000,249.7,2077696,94050,0.0,0.0,,,1854116
RBF_m,config_5,1,disagreement,42,none,self_train_M,False,True,False,none,0.7641,0.7437,4,99000,199.7,1972047,98010,0.0,0.0,,,1440646
RBF_m,config_5,5,disagreement,44,none,self_train_M,False,True,False,none,0.8184,0.8005,6,99000,253.9,2116682,94050,0.0,0.0,,,1967087
RBF_m,config_5,1,disagreement,43,none,self_train_M,False,True,False,none,0.7692,0.7517,5,99000,191.8,1903220,98010,0.0,0.0,,,1181939
RBF_m,config_5,1,disagreement,44,none,self_train_M,False,True,False,none,0.764,0.7433,5,99000,195.7,1881708,98010,0.0,0.0,,,1309317
RBF_m,config_6,5,disagreement,42,none,disagree_c,False,True,False,none,0.8085,0.7911,5,99000,201.6,17237,12498,0.4326701672811902,0.9591796316264756,-0.1088182340598905,0.6587363899095195,1321742
RBF_m,config_6,5,disagreement,43,none,disagree_c,False,True,False,none,0.8135,0.7945,6,99000,203.8,16323,11698,0.4193338922305154,0.958436054900375,-0.1082153143134375,0.6726721174213615,1437462
RBF_m,config_6,5,disagreement,44,none,disagree_c,False,True,False,none,0.7972,0.7795,6,99000,200.6,15158,10995,0.4323704772083896,0.9579850858316076,-0.1043756558758348,0.6584441755721048,1298587
RBF_m,config_6,1,disagreement,42,none,disagree_c,False,True,False,none,0.744,0.7218,4,99000,161.4,15607,10754,0.4368052797857052,0.9573555632641196,-0.109658792935732,0.6212688477710109,1039542
RBF_m,config_6,1,disagreement,43,none,disagree_c,False,True,False,none,0.7602,0.7397,4,99000,158.0,13170,9021,0.4402722750377812,0.954117246615979,-0.1178393824397978,0.6133902240799634,885279
RBF_m,config_6,1,disagreement,44,none,disagree_c,False,True,False,none,0.7553,0.7345,5,99000,167.6,14421,10121,0.4658065305438815,0.9563041445785124,-0.0941811633231485,0.6354757959236313,1082301
RBF_m,config_7,5,disagreement,42,none,train_C,False,True,False,none,0.8271,0.8114,5,99000,252.1,2140756,94050,0.0,0.0,,,2013702
RBF_m,config_7,5,disagreement,43,none,train_C,False,True,False,none,0.8254,0.8103,5,99000,256.4,2086737,94050,0.0,0.0,,,1939151
RBF_m,config_7,1,disagreement,42,none,train_C,False,True,False,none,0.7704,0.7519,4,99000,199.7,1964643,98010,0.0,0.0,,,1396219
RBF_m,config_7,5,disagreement,44,none,train_C,False,True,False,none,0.8197,0.8033,6,99000,260.8,2124189,94050,0.0,0.0,,,2004894
RBF_m,config_7,1,disagreement,43,none,train_C,False,True,False,none,0.7685,0.7507,5,99000,195.1,1947996,98010,0.0,0.0,,,1247869
RBF_m,config_7,1,disagreement,44,none,train_C,False,True,False,none,0.7642,0.7461,5,99000,196.6,1890873,98010,0.0,0.0,,,1379358
RBF_m,config_8,5,disagreement,42,none,train_w,False,True,False,none,0.7977,0.7792,5,99000,197.8,71324,27990,0.4306774199673429,0.9621629306713636,-0.0240425951184243,0.7344947640739836,1229272
RBF_m,config_8,5,disagreement,43,none,train_w,False,True,False,none,0.8046,0.786,6,99000,201.6,62782,26969,0.4217380790596811,0.9610235033106244,-0.0286478174970042,0.7342394677789742,1318920
RBF_m,config_8,5,disagreement,44,none,train_w,False,True,False,none,0.7946,0.7757,6,99000,208.6,63676,26453,0.430306696510525,0.9611718621030092,-0.0275192573556976,0.7327454082256083,1299669
RBF_m,config_8,1,disagreement,42,none,train_w,False,True,False,none,0.7295,0.7074,3,99000,164.3,68167,26164,0.4501871683488502,0.9613282293241532,2.7035599707085123e-05,0.705496376396602,977032
RBF_m,config_8,1,disagreement,43,none,train_w,False,True,False,none,0.7126,0.6877,3,99000,160.1,61129,22968,0.4534622418396428,0.9612480156044524,-0.0019181452522377,0.6897910955407318,859835
RBF_m,config_8,1,disagreement,44,none,train_w,False,True,False,none,0.7265,0.7031,5,99000,164.8,60142,23165,0.4420018392340893,0.9601164661979302,-0.0061640036819961,0.7071760178180813,1007793
RBF_m,config_9,5,disagreement,42,sqrtAM,train_C,False,True,False,sqrtAM,0.8186,0.8029,2,99000,259.4,2083813,94050,0.0,0.0,,,2428404
RBF_m,config_9,5,disagreement,43,sqrtAM,train_C,False,True,False,sqrtAM,0.8231,0.8066,4,99000,262.4,2102774,94050,0.0,0.0,,,2492867
RBF_m,config_9,1,disagreement,42,sqrtAM,train_C,False,True,False,sqrtAM,0.7737,0.7542,2,99000,219.0,1896870,98010,0.0,0.0,,,2099955
RBF_m,config_9,5,disagreement,44,sqrtAM,train_C,False,True,False,sqrtAM,0.8197,0.8027,5,99000,264.0,2049269,94050,0.0,0.0,,,2457473
