config,dataset,label_pct,lambda_tag,center,correct_fraction,disagreement_all,disagreement_correct,drifts
config_12,AGR_a,5,w0.75,10500.0,0.7898666666666667,0.2521563218390805,0.22983457547757905,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,11500.0,0.7570666666666667,0.29197241379310346,0.262898758558423,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,12500.0,0.7777,0.2679655172413793,0.24084291310884698,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,13500.0,0.7855,0.24597011494252874,0.2266323136498331,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,14500.0,0.7643333333333333,0.2940873563218391,0.26121421043419324,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,15500.0,0.7739,0.2772344827586207,0.2498553707643985,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,16500.0,0.7705333333333333,0.27065287356321843,0.24334298174185257,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,17500.0,0.7756333333333333,0.26122528735632183,0.23821678356570583,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,18500.0,0.7806666666666666,0.259783908045977,0.23695553310466394,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,19500.0,0.7765666666666666,0.26155632183908045,0.23887834528225318,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,20500.0,0.4629333333333333,0.3588367816091954,0.3464861954609215,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,21500.0,0.5172,0.442064367816092,0.4353423268882971,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,22500.0,0.5463333333333333,0.4792229885057471,0.47181767897829474,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,23500.0,0.5835333333333333,0.44901149425287357,0.4374601445795475,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,24500.0,0.5809,0.45337701149425286,0.44519106709414474,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,25500.0,0.5821333333333333,0.4628045977011494,0.4562205246185308,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,26500.0,0.6021,0.46035632183908043,0.45360924307418443,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,27500.0,0.6076,0.43817471264367813,0.4318912149488472,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,28500.0,0.6067333333333333,0.41766436781609195,0.41284370865518505,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,29500.0,0.6159666666666667,0.429583908045977,0.42453408094618683,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,30500.0,0.6179,0.4272850574712644,0.42257548392966804,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,31500.0,0.6301666666666667,0.41972643678160915,0.4132473746390129,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,32500.0,0.6271,0.4231057471264367,0.41625453217749214,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,33500.0,0.6397333333333334,0.41089655172413797,0.40421011677271135,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,34500.0,0.6413,0.3980850574712644,0.3938390805792641,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,35500.0,0.6391333333333333,0.397416091954023,0.39255358718062483,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,36500.0,0.6445666666666666,0.40280689655172414,0.39460932896211154,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,37500.0,0.6408333333333334,0.4104390804597701,0.4025287505541131,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,38500.0,0.6416,0.4093931034482759,0.4020380420198576,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,39500.0,0.6418,0.41170574712643676,0.40266644694864395,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,40500.0,0.5009,0.42999310344827585,0.42424869741412585,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,41500.0,0.5196333333333333,0.4466827586206896,0.44210890159597166,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,42500.0,0.5344666666666666,0.46946666666666664,0.46513930390231933,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,43500.0,0.547,0.47401839080459773,0.469170068077659,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,44500.0,0.5672666666666667,0.47234482758620694,0.46530261897157443,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,45500.0,0.5704,0.4712045977011494,0.46258261293489983,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,46500.0,0.5663,0.47352873563218395,0.4654451335212211,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,47500.0,0.5815333333333333,0.4669931034482758,0.45616200560120473,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,48500.0,0.5831,0.4686413793103448,0.45599615736987464,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,49500.0,0.5833666666666667,0.4693862068965517,0.4558482393042928,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,50500.0,0.5962,0.470151724137931,0.4555817721164435,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,51500.0,0.5996666666666667,0.46629885057471265,0.4512628343839183,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,52500.0,0.5946666666666667,0.46880459770114946,0.45352594837762816,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,53500.0,0.6134,0.45884137931034485,0.4418936245367626,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,54500.0,0.7864333333333333,0.3036390804597701,0.25819089898100755,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,55500.0,0.7841,0.3207057471264368,0.2578372277300704,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,56500.0,0.7765333333333333,0.3220735632183908,0.2609329426572696,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,57500.0,0.7907333333333333,0.2957103448275862,0.252742208173015,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,58500.0,0.7993666666666667,0.2953310344827586,0.24776150481498466,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,59500.0,0.7787666666666667,0.30061839080459773,0.25451694168169464,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,60500.0,0.5246666666666666,0.35159999999999997,0.3238660753704936,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,61500.0,0.5431666666666667,0.4309080459770115,0.42317032724211706,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,62500.0,0.6158333333333333,0.42161609195402305,0.40497759753896456,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,63500.0,0.6373666666666666,0.3972390804597701,0.37980421786172747,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,64500.0,0.6335333333333333,0.4156873563218391,0.3975539624679357,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,65500.0,0.6510333333333334,0.38870574712643674,0.3733804919056056,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,66500.0,0.6592666666666667,0.37531494252873565,0.36222337314160374,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,67500.0,0.6509,0.37403448275862067,0.361782703715267,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,68500.0,0.6518333333333334,0.37751494252873563,0.36045574817065307,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,69500.0,0.6521333333333333,0.3729977011494253,0.3593722173674778,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,70500.0,0.6424333333333333,0.4077218390804597,0.38776910456601615,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,71500.0,0.6555333333333333,0.41362758620689655,0.3914714718253216,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,72500.0,0.6643333333333333,0.37499770114942527,0.3610271474233812,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,73500.0,0.6619,0.3748758620689655,0.36377710268374114,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,74500.0,0.6766666666666666,0.37504367816091955,0.3621770201806578,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,75500.0,0.6761666666666667,0.37459080459770117,0.36188723731419786,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,76500.0,0.6844,0.36314482758620686,0.3505401270973346,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,77500.0,0.6643,0.3854367816091954,0.3661795523013776,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,78500.0,0.6624,0.40194942528735633,0.37725326325229175,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,79500.0,0.6645,0.39070114942528733,0.370932119756958,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,80500.0,0.5367333333333333,0.38634942528735633,0.37773920694823626,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,81500.0,0.5360333333333334,0.42860459770114945,0.4229045679621016,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,82500.0,0.5409333333333334,0.4394896551724138,0.4362900362876386,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,83500.0,0.5642666666666667,0.41007816091954025,0.4035659972866431,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,84500.0,0.5750666666666666,0.38954942528735637,0.3817516729433526,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,85500.0,0.5766666666666667,0.421567816091954,0.4160845255373558,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,86500.0,0.5861333333333333,0.39235862068965516,0.38820927901904134,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,87500.0,0.5790333333333333,0.40459540229885055,0.4011561935562607,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,88500.0,0.5767,0.4245724137931035,0.42008860080746907,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,89500.0,0.5799333333333333,0.43776091954022983,0.434104681073234,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,90500.0,0.5702,0.45001839080459766,0.4449892713008963,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,91500.0,0.5744666666666667,0.4563034482758621,0.4507830955810604,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,92500.0,0.5761666666666667,0.46410344827586203,0.4568781548533637,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,93500.0,0.5854,0.4539126436781609,0.44733156109105143,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,94500.0,0.5916666666666667,0.445783908045977,0.4394747190135707,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,95500.0,0.5842666666666667,0.4538896551724138,0.4484266542284557,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,96500.0,0.6089333333333333,0.4109701149425287,0.4076219601139601,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,97500.0,0.6026666666666667,0.41811954022988507,0.4146475975213031,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,98500.0,0.5943333333333334,0.42237241379310353,0.4164485837198279,20000;40000;60000;80000
config_12,AGR_a,5,w0.75,99500.0,0.6087666666666667,0.41215862068965514,0.407180385798857,20000;40000;60000;80000
config_12,AGR_a,5,w0.95,1500.0,0.7644333333333333,0.2929264367816091,0.2585173035931507,20000;40000;60000;80000
config_12,AGR_a,5,w0.95,2500.0,0.7867666666666666,0.23802988505747127,0.21859671844446285,20000;40000;60000;80000
config_12,AGR_a,5,w0.95,3500.0,0.7760666666666667,0.2581609195402299,0.23475377612910792,20000;40000;60000;80000
config_12,AGR_a,5,w0.95,4500.0,0.7776666666666666,0.23842298850574717,0.21974657505551132,20000;40000;60000;80000
config_12,AGR_a,5,w0.95,5500.0,0.7916666666666666,0.2347586206896552,0.21775535516424321,20000;40000;60000;80000
config_12,AGR_a,5,w0.95,6500.0,0.7864666666666666,0.23933793103448275,0.2216136000855004,20000;40000;60000;80000
config_12,AGR_a,5,w0.95,7500.0,0.7646333333333334,0.2762,0.2507778617607562,20000;40000;60000;80000
config_12,AGR_a,5,w0.95,8500.0,0.775,0.2831264367816092,0.2556490155872907,20000;40000;60000;80000
config_12,AGR_a,5,w0.95,9500.0,0.7659,0.2818459770114943,0.2524776966509113,20000;40000;60000;80000
config_12,AGR_a,5,w0.95,10500.0,0.7934,0.2428367816091954,0.22188989846465426,20000;40000;60000;80000
config_12,AGR_a,5,w0.95,11500.0,0.7692,0.2641977011494253,0.2431207155975882,20000;40000;60000;80000
config_12,AGR_a,5,w0.95,12500.0,0.7789,0.2650229885057471,0.24048175717247736,20000;40000;60000;80000
config_12,AGR_a,5,w0.95,13500.0,0.7941,0.23173563218390805,0.21491580884720593,20000;40000;60000;80000
config_12,AGR_a,5,w0.95,14500.0,0.7727666666666667,0.27360689655172415,0.24221328855858068,20000;40000;60000;80000
config_12,AGR_a,5,w0.95,15500.0,0.7816,0.2571264367816092,0.2361948914179906,20000;40000;60000;80000
config_12,AGR_a,5,w0.95,16500.0,0.7753666666666666,0.25751954022988505,0.23431294040686304,20000;40000;60000;80000
config_12,AGR_a,5,w0.95,17500.0,0.7751666666666667,0.2587011494252874,0.23749498451571568,20000;40000;60000;80000
config_12,AGR_a,5,w0.95,18500.0,0.7831,0.2473816091954023,0.22833013181426778,20000;40000;60000;80000
config_12,AGR_a,5,w0.95,19500.0,0.7805333333333333,0.2511816091954023,0.23148507897507897,20000;40000;60000;80000
config_12,AGR_a,5,w0.95,20500.0,0.4619333333333333,0.3378574712643679,0.32601544050150244,20000;40000;60000;80000
config_12,AGR_a,5,w0.95,21500.0,0.5264333333333333,0.4504206896551724,0.44240236736064475,20000;40000;60000;80000
config_12,AGR_a,5,w0.95,22500.0,0.5484666666666667,0.4845241379310345,0.4694909646468818,20000;40000;60000;80000
config_12,AGR_a,5,w0.95,23500.0,0.5776666666666667,0.46119999999999994,0.44949795991362745,20000;40000;60000;80000
config_12,AGR_a,5,w0.95,24500.0,0.5820333333333333,0.4527149425287356,0.4460801517589954,20000;40000;60000;80000
config_12,AGR_a,5,w0.95,25500.0,0.5836666666666667,0.45479080459770116,0.4477033449909019,20000;40000;60000;80000
config_12,AGR_a,5,w0.95,26500.0,0.6034,0.45168275862068963,0.44456353584432345,20000;40000;60000;80000
config_12,AGR_a,5,w0.95,27500.0,0.5974,0.4374758620689655,0.43128695103145975,20000;40000;60000;80000
config_12,AGR_a,5,w0.95,28500.0,0.5983666666666667,0.42174942528735637,0.41794008626059714,20000;40000;60000;80000
config_12,AGR_a,5,w0.95,29500.0,0.6089,0.42839310344827586,0.42242917132606467,20000;40000;60000;80000
config_12,AGR_a,5,w0.95,30500.0,0.6164666666666667,0.41786666666666666,0.4124820196641414,20000;40000;60000;80000
config_12,AGR_a,5,w0.95,31500.0,0.6267333333333334,0.41838160919540224,0.410352115002395,20000;40000;60000;80000
config_12,AGR_a,5,w0.95,32500.0,0.6255333333333334,0.42142528735632184,0.4163604825793723,20000;40000;60000;80000
config_12,AGR_a,5,w0.95,33500.0,0.6337333333333334,0.40726896551724145,0.4027071028846617,20000;40000;60000;80000
config_12,AGR_a,5,w0.95,34500.0,0.6289,0.40166206896551726,0.3976088931851137,20000;40000;60000;80000
config_12,AGR_a,5,w0.95,35500.0,0.6219,0.41875632183908046,0.41429313390583283,20000;40000;60000;80000
