signal,dataset,label_pct,member,signal_mean,real_accuracy
high_order,LED_a,5,4,0.4496131507399836,0.4635
high_order,LED_a,5,5,0.39953441078403884,0.406
high_order,LED_a,5,6,0.5004015885616891,0.50525
high_order,LED_a,5,7,0.4340209890529583,0.42825
high_order,LED_a,5,8,0.4426081971913423,0.45855
high_order,LED_a,5,9,0.4629978470030077,0.4868
high_order,LED_a,5,10,0.41651115301585223,0.4241
high_order,LED_a,5,11,0.5011893439351119,0.50025
high_order,LED_a,5,12,0.47093981662530987,0.47385
high_order,LED_a,5,13,0.44879077781606375,0.44775
high_order,LED_a,5,14,0.404833270520562,0.40255
high_order,LED_a,5,15,0.37496814693743624,0.37335
high_order,LED_a,5,16,0.4682554683043576,0.47655
high_order,LED_a,5,17,0.44056487015836976,0.4467
high_order,LED_a,5,18,0.40616101638306734,0.4033
high_order,LED_a,5,19,0.41008298479823324,0.41355
high_order,LED_a,5,20,0.46576919661787125,0.45685
high_order,LED_a,5,21,0.4132833271717396,0.41605
high_order,LED_a,5,22,0.3917391359705504,0.3883
high_order,LED_a,5,23,0.4810829616564808,0.5017
high_order,LED_a,5,24,0.45713394823307707,0.45335
high_order,LED_a,5,25,0.434864783971147,0.435
high_order,LED_a,5,26,0.4828828017133797,0.49185
high_order,LED_a,5,27,0.5070621613888759,0.5154
high_order,LED_a,5,28,0.5434503758026608,0.55965
high_order,LED_a,5,29,0.5142147670748816,0.5187
margin,LED_g,5,0,0.48898044091669046,0.4745666666666667
margin,LED_g,5,1,0.49144569006435657,0.4608
margin,LED_g,5,2,0.5318943430970233,0.4358666666666667
margin,LED_g,5,3,0.47116759988229073,0.43753333333333333
margin,LED_g,5,4,0.38351429309436064,0.39436666666666664
margin,LED_g,5,5,0.48471968993787706,0.4634
margin,LED_g,5,6,0.3510089401415018,0.3133
margin,LED_g,5,7,0.42382385421241947,0.42346666666666666
margin,LED_g,5,8,0.4520984894269049,0.40596666666666664
margin,LED_g,5,9,0.5453915913882309,0.5252
margin,LED_g,5,10,0.4077511556919371,0.3821
margin,LED_g,5,11,0.4344590954563274,0.41656666666666664
margin,LED_g,5,12,0.47956566772682563,0.42906666666666665
margin,LED_g,5,13,0.39220198353361235,0.3479333333333333
margin,LED_g,5,14,0.3131675158803235,0.3277
margin,LED_g,5,15,0.42194308966352845,0.3933
margin,LED_g,5,16,0.46688227121371567,0.3859
margin,LED_g,5,17,0.4661026022748634,0.4274
margin,LED_g,5,18,0.3844913757344007,0.3798666666666667
margin,LED_g,5,19,0.47188913796073967,0.43496666666666667
margin,LED_g,5,20,0.422940123065832,0.3686
margin,LED_g,5,21,0.4280417738692657,0.4377666666666667
margin,LED_g,5,22,0.40601265814554255,0.35536666666666666
margin,LED_g,5,23,0.4980250971023304,0.47856666666666664
margin,LED_g,5,24,0.3746005189309115,0.36796666666666666
margin,LED_g,5,25,0.45047601083397626,0.4367333333333333
margin,LED_g,5,26,0.45831195113413875,0.45436666666666664
margin,LED_g,5,27,0.41182985120309096,0.3692666666666667
margin,LED_g,5,28,0.4763772281998424,0.4605666666666667
margin,LED_g,5,29,0.5201252680674557,0.467
