config,signal,dataset,label_pct,n,base_rate,spearman,pearson,roc_auc,aurc,aurc_opt,eaurc,risk_op,risk_at_05,risk_at_10,risk_at_20,cov_at_09
config_7,C,RBF_f,5,150000,0.63908,0.33036952571367073,0.3452922298865835,0.6985727782209529,0.24151132010646295,0.07478750001930656,0.1667238200871564,0.20204018283521152,0.19066666666666665,0.18166666666666664,0.18443333333333334,0.08058
config_7,C,RBF_m,5,150000,0.6713533333333334,0.32946659153161495,0.3558415847680321,0.7024751572645692,0.2173431871481379,0.06113941661979666,0.15620377052834125,0.1950457452621997,0.18146666666666667,0.1728666666666666,0.17026666666666668,0.13690666666666668
config_7,C,airlines,5,150000,0.58744,0.06080862386352631,0.06064685315849688,0.5354003632409865,0.3846665947740003,0.10005298393966594,0.28461361083433434,0.35984292819131575,0.34773333333333334,0.35973333333333335,0.3672333333333333,0.10056666666666667
config_7,C,AGR_a,1,150000,0.56888,0.1720127960156485,0.16915677187305866,0.6000215316277486,0.331852588513603,0.11022289091309717,0.22162969760050583,0.20519857647676115,0.08596471513653214,0.16145764475792151,0.2656666678474074,0.13778666666666667
config_7,C,AGR_g,1,150000,0.61736,0.21990061112501977,0.2085121951456317,0.6303644783498739,0.2662011529591321,0.08488544656970909,0.18131570638942301,0.14932502403165893,0.07147918511957485,0.10846666666666671,0.16859999999999997,0.17456666666666668
config_7,C,Electricity,1,150000,0.6542,0.3062085340993359,0.3500900902060204,0.6858138350642654,0.23444908273738324,0.06819535639110824,0.166253726346275,0.18022105532540042,0.15026666666666666,0.16666666666666663,0.19289999999999996,0.15682666666666667
config_7,C,LED_a,1,150000,0.34208666666666665,0.27473186694975926,0.27879308950265236,0.667132394177738,0.5329257316307637,0.2909599891167829,0.24196574251398084,0.34177848281606626,0.36760000000000004,0.39246666666666663,0.44820000000000004,0.011353333333333333
config_7,C,LED_g,1,150000,0.28886,0.25372679044857577,0.26569612633341433,0.6615165342460549,0.5944897079246444,0.3524298571568886,0.24205985076775577,0.37888949778789166,0.4098666666666667,0.4474,0.5079333333333333,0.009166666666666667
config_7,C,RBF_f,1,150000,0.5826266666666666,0.294518481720669,0.3029160734981259,0.6724057852928691,0.3070965216962166,0.10263336031082959,0.204463161385387,0.2785436545287486,0.2613333333333333,0.2505333333333334,0.2524666666666666,0.05644
config_7,C,RBF_m,1,150000,0.5960333333333333,0.31459414060958774,0.3245366488019664,0.6850691518049535,0.2860538718284782,0.09554404174265368,0.1905098300858245,0.24318522213365723,0.23119999999999996,0.2261333333333333,0.22960000000000003,0.077
config_7,C,airlines,1,150000,0.5548533333333333,0.06765412852850201,0.0683930945342417,0.5391047922326171,0.4145021571837592,0.11830949812617303,0.2961926590575862,0.38380936023899165,0.3836556256256586,0.392,0.3988666666666667,0.04566666666666667
config_8,w,AGR_a,5,150000,0.7677066666666666,0.18726908203521708,0.18130871012472644,0.6280145782108938,0.1505217161799776,0.029351946718227634,0.12116976946174995,0.04597950713822662,0.032399999999999984,0.050866666666666616,0.08279999999999998,0.0763
config_8,w,AGR_g,5,150000,0.7731533333333334,0.29155897542572334,0.2893845215718297,0.7009725647187404,0.11267895736432634,0.027931409422923742,0.0847475479414026,0.025319340786754473,0.008000000000000007,0.00880000000000003,0.019199999999999995,0.21902666666666668
config_8,w,Electricity,5,150000,0.78654,0.21785591749299216,0.21386361577904373,0.6534829289728272,0.1395308901817891,0.024602543840375773,0.11492834634141333,0.10727730890881512,0.07573333333333332,0.09166666666666667,0.10509999999999997,0.23838
config_8,w,LED_a,5,150000,0.6535133333333333,0.2119902652908491,0.2117320183099457,0.6286040973393412,0.2549112761978372,0.06848709850875145,0.18642417768908576,0.13350049081543602,0.1532,0.17113333333333336,0.19740000000000002,0.008473333333333333
config_8,w,LED_g,5,150000,0.6140333333333333,0.23484368959587887,0.2346184212404523,0.63925711651343,0.2805822093936884,0.0864988868137494,0.194083322579939,0.14163105507838117,0.16186666666666671,0.1779333333333334,0.21120000000000005,0.008206666666666666
config_8,w,RBF_f,5,150000,0.7710933333333333,0.46823506968020234,0.4641222434761069,0.8217293046777634,0.07575305581852067,0.028464148659927996,0.04728890715859267,0.002724698398718923,0.002266666666666639,0.0037333333333333663,0.007433333333333292,0.033093333333333336
config_8,w,RBF_m,5,150000,0.8034933333333333,0.41906648494989823,0.41433971106334777,0.8044475777119424,0.0665459426125237,0.020713260176310422,0.04583268243621327,0.0027066941982447734,0.0028000000000000247,0.0035333333333333883,0.007866666666666688,0.034006666666666664
config_8,w,airlines,5,150000,0.6349333333333333,0.08455686507921903,0.08035939122729333,0.5507000159759405,0.32054386835908855,0.07665755099489313,0.24388631736419542,0.25202456569592435,0.24106666666666665,0.26226666666666665,0.29036666666666666,0.07087333333333333
config_8,w,AGR_a,1,150000,0.6776,0.15549688664797895,0.15333228619985106,0.5960388298163225,0.23864977044337543,0.058679343287427466,0.17997042715594797,0.09071006499088674,0.06879999999999997,0.11413333333333331,0.1743,0.06873333333333333
config_8,w,AGR_g,1,150000,0.72098,0.2553682751326841,0.2507441967086395,0.6643603449579976,0.16325679447465252,0.043155804436556505,0.12010099003809602,0.044000971717120536,0.014000000000000012,0.023800000000000043,0.06123333333333336,0.14476666666666665
config_8,w,Electricity,1,150000,0.74544,0.15104231707877314,0.1438964334192102,0.6000936627019958,0.19790541914711685,0.035564166491728444,0.1623412526553884,0.167024417611224,0.14,0.14826666666666666,0.16276666666666662,0.18973333333333334
config_8,w,LED_a,1,150000,0.5516466666666666,0.20640925608714433,0.21266931973818842,0.6198113178004289,0.3449865646141549,0.12020767387691123,0.22477889073724366,0.1715427687393772,0.18946666666666667,0.2218,0.2706666666666667,0.0013333333333333333
config_8,w,LED_g,1,150000,0.49444666666666665,0.2061305215171059,0.21600536222312194,0.6190168531529276,0.3991693980550424,0.1573066413868785,0.24186275666816393,0.1678588364700203,0.22640000000000005,0.2646666666666667,0.3251666666666667,0.0007933333333333333
config_8,w,RBF_f,1,150000,0.73088,0.38140897037285926,0.3766199670744847,0.7482585725771241,0.1245523317263033,0.03998474100951402,0.08456759071678928,0.009371915429600454,0.010133333333333328,0.01853333333333329,0.03720000000000001,0.014053333333333333
config_8,w,RBF_m,1,150000,0.7532466666666666,0.3761583521312082,0.3695165947099064,0.7518720418533901,0.1090232655365398,0.03331145497742577,0.07571181055911404,0.00497661777152663,0.005600000000000049,0.011333333333333306,0.025699999999999945,0.01784
config_8,w,airlines,1,150000,0.59906,0.07430959346004923,0.06982398238685938,0.5437702884031775,0.36429886607965695,0.0939855385449101,0.27031332753474685,0.3148343051587074,0.3130666666666667,0.3259333333333333,0.3365666666666667,0.056666666666666664
config_13_br,A(BR),AGR_a,5,600000,0.6249533333333334,0.1859287657717394,0.16902819660370103,0.6108637341716581,0.29260871724745535,0.081269666966379,0.21133905028107636,0.26125686146544386,0.19886666666666664,0.15859999999999996,0.21077500000000005,0.10927166666666667
config_13_br,A(BR),AGR_g,5,600000,0.6580283333333333,0.19685269565252606,0.17909062791427585,0.6197934604278372,0.25961554305594886,0.06658201292530036,0.1930335301306485,0.2118242232422981,0.18916667360092881,0.14678333357796816,0.2031166666666666,0.1186
config_13_br,A(BR),Electricity,5,600000,0.69247,0.15156245826523315,0.1304000164212131,0.5948105572731646,0.2509866983990901,0.05305394822351084,0.19793275017557926,0.2297301910015884,0.20516666666666672,0.2041944441875198,0.2133425926493845,0.03548833333333333
config_13_br,A(BR),LED_a,5,600000,0.44555666666666666,0.1851686059079223,0.1846455253600808,0.6075465982022196,0.4709068691351211,0.1942415820275517,0.2766652871075694,0.3761560604179997,0.3651,0.39183333333333337,0.4187166666666666,0.030546666666666666
config_13_br,A(BR),LED_g,5,600000,0.40124333333333334,0.16326428930060766,0.165353771227423,0.5961549138930133,0.5235342878293147,0.23234638278857606,0.2911879050407386,0.42796023552693885,0.42146666666666666,0.4423,0.46517976217336626,0.020666666666666667
config_13_br,A(BR),RBF_f,5,600000,0.6447,0.29838468271832,0.300863964770963,0.6799738725899718,0.24050834008522162,0.07229592065671175,0.16821241942850987,0.17805955541797494,0.14466666666666672,0.15461666666666662,0.17525000000000002,0.052743333333333337
config_13_br,A(BR),RBF_m,5,600000,0.6633066666666667,0.26343330093977285,0.27356845787689194,0.6609183640007663,0.23814863625260022,0.06439410548531865,0.17375453076728156,0.17803307374765115,0.1502,0.16111666666666669,0.18655833333333338,0.051313333333333336
config_13_br,A(BR),airlines,5,600000,0.60057,0.08410592384798402,0.06979048313999564,0.5495716984271711,0.3656639222680096,0.09321372579916215,0.27245019646884744,0.3710066554117584,0.3547,0.33430000000000004,0.3406166666208762,0.017698333333333333
config_13_br,A(BR),AGR_a,1,600000,0.5654633333333333,0.14661885163169527,0.13273899179980825,0.5853854264064184,0.35829603137592303,0.11216046471075841,0.24613556666516462,0.3628967785291882,0.1886959778509192,0.2172898129546071,0.28976491115677855,0.098885
config_13_br,A(BR),AGR_g,1,600000,0.5961283333333334,0.10738741963732491,0.10187067117678156,0.5631787761034153,0.34023203837926286,0.09549489073805523,0.24473714764120763,0.32704764763306826,0.14345508579712252,0.19367333081126872,0.28336291714155243,0.09454333333333333
config_13_br,A(BR),Electricity,1,600000,0.6530983333333333,0.08146135701844062,0.08380922171628065,0.5494047237546877,0.3175266663288609,0.06866376812761049,0.2488628982012504,0.3815097209428029,0.27736803905745583,0.2896211267699629,0.2995144712908708,0.00392
config_13_br,A(BR),LED_a,1,600000,0.34459666666666666,0.151331012562372,0.1586709550829211,0.5919236912958865,0.5809600729006285,0.2882767201981272,0.29268335270250123,0.38224376696557133,0.4734333333333334,0.49665000000000004,0.5232083333333333,0.004673333333333333
config_13_br,A(BR),LED_g,1,600000,0.29083166666666666,0.1261333502751137,0.14781300070417336,0.5801758909252731,0.6401959622224674,0.34998812931529083,0.2902078329071766,0.36195510692190946,0.5052,0.5342166666666667,0.5891083333333333,0.004235
config_13_br,A(BR),RBF_f,1,600000,0.58273,0.2810188677967522,0.2722461238091991,0.6645138959602882,0.29199422300993494,0.10257754791185647,0.18941667509807847,0.10578848307247393,0.13673333333333337,0.1769333333333334,0.2239916666666667,0.00019666666666666666
config_13_br,A(BR),RBF_m,1,600000,0.60666,0.29003516762914977,0.2841300664186295,0.6713970332925279,0.2664149633128034,0.09013935407704127,0.17627560923576213,0.09129235207526526,0.12050000000000005,0.1552,0.19362500000000005,0.000165
config_13_br,A(BR),airlines,1,600000,0.5725366666666667,0.09920458155411864,0.08392014301872266,0.5578881880539432,0.3884428955666816,0.10817194442971445,0.28027095113696715,0.3759446569626255,0.37716666666666665,0.3784666666666666,0.3666299999907303,0.049828333333333336
config_7_br,C(BR),AGR_a,5,150000,0.6396666666666667,0.24936640240474456,0.22208808411599784,0.6498243931973897,0.24630606164700622,0.07452510350598418,0.17178095814102204,0.16093815382885865,0.08813333333333329,0.09519999999999995,0.15773333333333328,0.14105333333333334
config_7_br,C(BR),AGR_g,5,150000,0.6648333333333334,0.28488798178006547,0.2527460094274693,0.6741289877845328,0.2139765000601358,0.06376913710670179,0.150207362953434,0.14179220361607736,0.08365710609079274,0.09540000000000004,0.1435333333333333,0.13862666666666668
config_7_br,C(BR),Electricity,5,150000,0.7033066666666666,0.3176326455812548,0.35959367287842325,0.7007209330217536,0.18172994164865974,0.04915593185793912,0.13257400979072062,0.1232429187719628,0.09200000327067515,0.10673333333333335,0.11480000000000001,0.11226666666666667
config_7_br,C(BR),LED_a,5,150000,0.46018,0.3134451539468034,0.31286591116102447,0.6815271291900912,0.4051396669991673,0.18265701686115043,0.22248265013801688,0.34128670094239666,0.2764,0.2932666666666667,0.32463333333333333,0.00618
config_7_br,C(BR),LED_g,5,150000,0.39241333333333334,0.29302470605672526,0.2936989422153668,0.6732028150690548,0.47890392749985944,0.24050770571927926,0.23839622178058018,0.3427137566084891,0.3297333333333333,0.3604666666666667,0.40380000000000005,0.00518
config_7_br,C(BR),RBF_f,5,150000,0.6449533333333334,0.4285115891022203,0.4258330010500304,0.758497444348766,0.18994712232275118,0.07218476464293744,0.11776235767981375,0.11041710379039124,0.07120000000000004,0.08300000036888888,0.10586666666666666,0.08198666666666667
config_7_br,C(BR),RBF_m,5,150000,0.67322,0.4141978151270313,0.42056025807290087,0.7549186594416137,0.17317879418303958,0.06039821786154703,0.11278057632149255,0.09260783235479945,0.06133333333333335,0.08153333333333335,0.10943333333333338,0.08434666666666667
config_7_br,C(BR),airlines,5,150000,0.6025533333333334,0.0745795309086422,0.0651054890293763,0.5438519247612034,0.36039501530699086,0.09220574288329936,0.2681892724236915,0.3147174160928254,0.30679999999999996,0.31279999999999997,0.3312666666666667,0.010393333333333333
